AC ID,Module,FR/BR,Primary owner,Related FR,Owner evidence,Scenario,Priority,Test type,Source,Gherkin
AC-1082,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить настройки организации не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `Organization.Update` или требуемой relation
When клиент запрашивает `PATCH /api/v1/settings/organization`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1083,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `PATCH /api/v1/settings/organization`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1084,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,High,Contract/UI,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь заполнил payload для `PATCH_api_v1_settings_organization` с нарушением DTO constraint
When сервер возвращает VALIDATION_FAILED с fieldErrors
Then draft сохраняется, ошибки связываются с canonical field paths и фокус переходит к первой ошибке"
AC-1085,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `PATCH /api/v1/settings/organization` с устаревшей If-Match
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1086,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить настройки организации не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Изменить настройки организации»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1087,MOD-018,FR-176,FR-176,FR-176,Direct existing FR relation.,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `PATCH_api_v1_settings_organization`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `PATCH_api_v1_settings_organization` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1088,MOD-019,FR-177,FR-177,FR-177,Direct existing FR relation.,Happy path: Результаты резервного копирования,High,Contract/integration,OpenAPI `GET_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given MOD-019 и authoritative server state, actor и данные удовлетворяют предусловиям FR-177
When выполняется сценарий «Happy path: Результаты резервного копирования»
Then наблюдаемый server/UI результат в точности реализует указанное правило без дополнительной несовместимой интерпретации
And нарушение правила отклоняется без неавторизованного side effect или раскрытия данных"
AC-1089,MOD-019,FR-177,FR-177,FR-177,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Результаты резервного копирования не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `GET_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `Backup.Read` или требуемой relation
When клиент запрашивает `GET /api/v1/admin/backups`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1090,MOD-019,FR-177,FR-177,FR-177,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `GET_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `GET /api/v1/admin/backups`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1091,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,Happy path: Запустить backup,Critical,Contract/integration,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `Backup.Execute` и выполнены предусловия
When клиент отправляет `POST /api/v1/admin/backups` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1092,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Запустить backup не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `Backup.Execute` или требуемой relation
When клиент запрашивает `POST /api/v1/admin/backups`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1093,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `POST /api/v1/admin/backups`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1094,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `POST /api/v1/admin/backups` с устаревшей контрактная версия/precondition
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1095,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Запустить backup не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Запустить backup»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1096,MOD-019,FR-178,FR-178,FR-178,Direct existing FR relation.,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `POST_api_v1_admin_backups`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `POST_api_v1_admin_backups` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1097,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[Trashed (Stage 3.5 State Matrix)] Happy path: Запросить controlled restore,Critical,Contract/integration,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `Backup.Restore` и выполнены предусловия
When клиент отправляет `POST /api/v1/admin/backups/{id}/restore` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1098,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Permission denied: Запросить controlled restore не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `Backup.Restore` или требуемой relation
When клиент запрашивает `POST /api/v1/admin/backups/{id}/restore`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1099,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[Trashed (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `POST /api/v1/admin/backups/{id}/restore`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1100,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[STATE-007/Trashed (Stage 3.5 State Matrix)] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,High,Contract/UI,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь заполнил payload для `POST_api_v1_admin_backups_id_restore` с нарушением DTO constraint
When сервер возвращает VALIDATION_FAILED с fieldErrors
Then draft сохраняется, ошибки связываются с canonical field paths и фокус переходит к первой ошибке"
AC-1101,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[STATE-014/Trashed (Stage 3.5 State Matrix)/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `POST /api/v1/admin/backups/{id}/restore` с устаревшей контрактная версия/precondition
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1102,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Запросить controlled restore не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Запросить controlled restore»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1103,MOD-019,FR-179,FR-179,FR-179,Direct existing FR relation.,[Trashed (Stage 3.5 State Matrix)/Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `POST_api_v1_admin_backups_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `POST_api_v1_admin_backups_id_restore` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1104,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[Trashed (Stage 3.5 State Matrix)] Happy path: Запустить restore verification,Critical,Contract/integration,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `Backup.RestoreTest` и выполнены предусловия
When клиент отправляет `POST /api/v1/admin/backups/{id}/verify` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1105,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Permission denied: Запустить restore verification не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `Backup.RestoreTest` или требуемой relation
When клиент запрашивает `POST /api/v1/admin/backups/{id}/verify`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1106,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `POST /api/v1/admin/backups/{id}/verify`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1107,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `POST /api/v1/admin/backups/{id}/verify` с устаревшей контрактная версия/precondition
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1108,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)/Trashed (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Запустить restore verification не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Запустить restore verification»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1109,MOD-019,FR-180,FR-180,FR-180,Direct existing FR relation.,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `POST_api_v1_admin_backups_id_verify`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `POST_api_v1_admin_backups_id_verify` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1110,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,Happy path: Запустить compaction change feed,Critical,Contract/integration,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `System.Configure` и выполнены предусловия
When клиент отправляет `POST /api/v1/admin/change-feed/compact` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1111,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Запустить compaction change feed не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `System.Configure` или требуемой relation
When клиент запрашивает `POST /api/v1/admin/change-feed/compact`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1112,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `POST /api/v1/admin/change-feed/compact`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1113,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `POST /api/v1/admin/change-feed/compact` с устаревшей контрактная версия/precondition
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1114,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Запустить compaction change feed не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Запустить compaction change feed»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1115,MOD-019,FR-181,FR-181,FR-181,Direct existing FR relation.,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `POST_api_v1_admin_change_feed_compact`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `POST_api_v1_admin_change_feed_compact` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1116,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,Happy path: Изменить feature flag,Critical,Contract/integration,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `System.Configure` и выполнены предусловия
When клиент отправляет `PUT /api/v1/admin/feature-flags/{key}` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1117,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить feature flag не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `System.Configure` или требуемой relation
When клиент запрашивает `PUT /api/v1/admin/feature-flags/{key}`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1118,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `PUT /api/v1/admin/feature-flags/{key}`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1119,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,High,Contract/UI,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь заполнил payload для `PUT_api_v1_admin_feature_flags_key` с нарушением DTO constraint
When сервер возвращает VALIDATION_FAILED с fieldErrors
Then draft сохраняется, ошибки связываются с canonical field paths и фокус переходит к первой ошибке"
AC-1120,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `PUT /api/v1/admin/feature-flags/{key}` с устаревшей If-Match
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
AC-1121,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить feature flag не ставится в offline queue,Critical,Desktop/resilience,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given сервер недоступен или приложение находится в read-only cache mode
When пользователь пытается выполнить «Изменить feature flag»
Then команда не отправляется и не помещается в offline business queue
And UI сохраняет допустимый local draft или сообщает, что действие требует соединения"
AC-1122,MOD-019,FR-182,FR-182,FR-182,Direct existing FR relation.,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,Critical,Integration,OpenAPI `PUT_api_v1_admin_feature_flags_key`; Stage_3_Field_Traceability_Final_3.5.csv,"Given первая команда `PUT_api_v1_admin_feature_flags_key` уже принята с idempotency key и payload hash
When клиент безопасно повторяет тот же key и payload
Then сервер возвращает тот же бизнес-результат без второго side effect
And другой payload с тем же key отклоняется как IDEMPOTENCY_KEY_REUSED"
AC-1123,MOD-019,FR-183,FR-183,FR-183,Direct existing FR relation.,Happy path: Фоновые задания,High,Contract/integration,OpenAPI `GET_api_v1_admin_jobs`; Stage_3_Field_Traceability_Final_3.5.csv,"Given MOD-019 и authoritative server state, actor и данные удовлетворяют предусловиям FR-183
When выполняется сценарий «Happy path: Фоновые задания»
Then наблюдаемый server/UI результат в точности реализует указанное правило без дополнительной несовместимой интерпретации
And нарушение правила отклоняется без неавторизованного side effect или раскрытия данных"
AC-1124,MOD-019,FR-183,FR-183,FR-183,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Фоновые задания не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `GET_api_v1_admin_jobs`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `System.HealthRead` или требуемой relation
When клиент запрашивает `GET /api/v1/admin/jobs`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1125,MOD-019,FR-183,FR-183,FR-183,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `GET_api_v1_admin_jobs`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `GET /api/v1/admin/jobs`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1126,MOD-019,FR-184,FR-184,FR-184,Direct existing FR relation.,Happy path: Запустить разрешённый job,Critical,Contract/integration,OpenAPI `POST_api_v1_admin_jobs_code_run`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь имеет `System.Configure` и выполнены предусловия
When клиент отправляет `POST /api/v1/admin/jobs/{code}/run` с контрактным payload и headers
Then сервер возвращает успешный контрактный ответ
And клиент отображает только authoritative response"
AC-1127,MOD-019,FR-184,FR-184,FR-184,Direct existing FR relation.,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Запустить разрешённый job не выполняется и данные не раскрываются,Critical,Security/authorization,OpenAPI `POST_api_v1_admin_jobs_code_run`; Stage_3_Field_Traceability_Final_3.5.csv,"Given пользователь аутентифицирован, но не имеет `System.Configure` или требуемой relation
When клиент запрашивает `POST /api/v1/admin/jobs/{code}/run`
Then сервер возвращает 403/OBJECT_NOT_VISIBLE согласно контракту
And клиент не раскрывает скрытые данные и не применяет optimistic UI change"
AC-1128,MOD-019,FR-184,FR-184,FR-184,Direct existing FR relation.,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,Critical,Security/session,OpenAPI `POST_api_v1_admin_jobs_code_run`; Stage_3_Field_Traceability_Final_3.5.csv,"Given access/refresh session или device больше не действительны
When клиент обращается к `POST /api/v1/admin/jobs/{code}/run`
Then сервер возвращает стабильную auth/session/device ошибку
And клиент прекращает команды, очищает запрещённые credentials/cache по политике и переводит пользователя в безопасный login/recovery flow"
AC-1129,MOD-019,FR-184,FR-184,FR-184,Direct existing FR relation.,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,Critical,Concurrency/integration,OpenAPI `POST_api_v1_admin_jobs_code_run`; Stage_3_Field_Traceability_Final_3.5.csv,"Given серверное состояние изменилось после загрузки клиентом
When клиент отправляет `POST /api/v1/admin/jobs/{code}/run` с устаревшей контрактная версия/precondition
Then сервер отклоняет команду без overwrite
And клиент сохраняет draft и предлагает refresh/compare/reapply или безопасный повтор"
