"SCR ID","Module","Surface name","Surface type","Primary pattern","Shared components","Roles","Permission","Purpose","Entry points","Actions","States","Errors","Related SCR","Dependencies","Priority","Style dependency","Inventory status","Source line"
"SCR-179","Admin","Effective permission diagnostics","admin panel","Panel","DataList; InspectorPanel; PermissionState; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Authorization.Explain","Объяснить can/cannot для user/object/action","User/project member screens","Select object/permission; copy safe explanation","hidden object; scope changed","OBJECT_NOT_VISIBLE; FORBIDDEN","SCR-172; SCR-064","Audit, policy engine, management APIs","P2","VIS-001","Mapped","205"
"SCR-180","Admin","Устройства","admin page","Page","DataList; FilterBar; PageLayout; PermissionState; SemanticStatus; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Device.ReadOwnOrAll/Revoke","Device versions/status/revoke","SCR-170","Rename; revoke; filter unsupported","stale heartbeat; revoked","DEVICE_REVOKED; FORBIDDEN","SCR-181; SCR-007","Audit, policy engine, management APIs","P2","VIS-001","Mapped","206"
"SCR-181","Admin","Sessions и login attempts","admin page","Page","DataList; FilterBar; PageLayout; PermissionState; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Session.ReadOwnOrAll/SecurityAudit.Read","Review/revoke sessions and inspect login security","SCR-170/172","Revoke; filter; open user/device","expired; compromised; partial","FORBIDDEN","SCR-172; SCR-180","Audit, policy engine, management APIs","P2","VIS-001","Mapped","207"
"SCR-182","Admin","Сетевые ресурсы","admin page","Page","ConflictNotice; ConnectivityBanner; DataList; FieldLabel; FormLayout; PageLayout; ReadOnlyBanner; RetryAction; SurfaceTitle; TimelineHistory; ValidationMessage","Только explicit admin capabilities","NetworkResource.Manage","Allowlisted UNC/NAS roots и probes","SCR-170","Create/edit/disable/probe","unsafe root; unavailable; conflict","UNSAFE_PATH; NETWORK_RESOURCE_UNAVAILABLE; VERSION_CONFLICT","SCR-090","Audit, policy engine, management APIs","P0","VIS-001","Mapped","224"
"SCR-183","Admin","Состояние системы","admin page","Page","ConnectivityBanner; DataList; PageLayout; ReadOnlyBanner; RetryAction; SemanticStatus; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","System.HealthRead","Health/readiness/storage/version overview","SCR-170/205","Refresh; jobs; backups; copy report","DB unavailable; storage full; dependency down","DATABASE_UNAVAILABLE; STORAGE_FULL; DEPENDENCY_UNAVAILABLE","SCR-184; SCR-185; SCR-159","Audit, policy engine, management APIs","P0","VIS-001","Mapped","225"
"SCR-184","Admin","Фоновые задания","admin page","Page","ConflictNotice; ConnectivityBanner; DataList; ErrorMessage; PageLayout; ReadOnlyBanner; RetryAction; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","System.HealthRead/System.Configure","Allowlisted jobs и runs","SCR-170/183","Run job; inspect result","running; failed; lease conflict","RATE_LIMITED; DEPENDENCY_UNAVAILABLE; VERSION_CONFLICT","SCR-209","Audit, policy engine, management APIs","P0","VIS-001","Mapped","226"
"SCR-185","Admin","Резервные копии","admin page","Page","ConnectivityBanner; DataList; ErrorMessage; PageLayout; ReadOnlyBanner; RetryAction; SemanticStatus; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Backup.Read/Execute/RestoreTest/Restore","Backup results, verification, controlled restore plan","SCR-170/183","Run; verify; request restore plan","running; failed; approval required","DEPENDENCY_UNAVAILABLE; INVALID_STATE_TRANSITION","SCR-188","Audit, policy engine, management APIs","P2","VIS-001","Mapped","227"
"SCR-186","Admin","Audit","admin page","Page","DataList; FilterBar; LoadingState; PageLayout; PermissionState; ProgressIndicator; RedactionMarker; SearchBox; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Audit.ReadAll/SecurityAudit.Read","Search/export append-only audit","SCR-170; user/session/object links","Filter; inspect; export","large range; redaction; background export","REQUEST_TOO_LARGE; FORBIDDEN","SCR-209","Audit, policy engine, management APIs","P2","VIS-001","Mapped","228"
"SCR-187","Admin","Organization settings / feature flags","admin page","Page","ConflictNotice; DataList; FieldLabel; FormLayout; PageLayout; SurfaceTitle; TimelineHistory; ValidationMessage","Только explicit admin capabilities","Organization.Update/System.Configure","Supported org settings and rollout flags","SCR-170","Save; enable/disable; review impact","client compatibility; conflict","CLIENT_VERSION_UNSUPPORTED; VERSION_CONFLICT","SCR-007","Audit, policy engine, management APIs","P0","VIS-001","Mapped","229"
"SCR-188","Admin","Maintenance / restore plan","critical admin page/dialog","Modal dialog","ConflictNotice; ConnectivityBanner; DataList; DialogShell; ErrorMessage; FocusTrap; PageLayout; ReadOnlyBanner; RetryAction; SemanticStatus; SurfaceTitle; TimelineHistory","Только explicit admin capabilities","Backup.Restore/System.Configure","Prepare controlled maintenance/restore, no arbitrary shell","SCR-185/183","Request; cancel; communicate","approval missing; active job; conflict","INVALID_STATE_TRANSITION; MAINTENANCE_MODE","SCR-183; SCR-185","Audit, policy engine, management APIs","P0","VIS-001","Mapped","230"
"SCR-200","Shared","Общий detail pane","side panel","Details inspector","InspectorPanel; LoadingState; PermissionState; ProgressIndicator; SearchBox; SurfaceTitle","По target capability","Target read","Compact inspection without context loss","Selection in list/tree/search","Open full; narrow actions; close","loading; stale; partial","OBJECT_NOT_VISIBLE","Target card","Command registry, focus management","P0","VIS-001","Mapped","236"
"SCR-201","Shared","Общая история объекта","panel/page","Panel","DataList; InspectorPanel; PageLayout; PermissionState; RedactionMarker; SurfaceTitle; TimelineHistory","По target capability","History.Read","Reusable structured history/version view","Any object card","Page; inspect; copy safe data","redacted; access revoked","OBJECT_NOT_VISIBLE; FORBIDDEN","Target card","Command registry, focus management","P0","VIS-001","Mapped","237"
"SCR-202","Shared","Общие comments","panel","Panel","CommentThread; ConnectivityBanner; InspectorPanel; PermissionState; ReadOnlyBanner; RetryAction; SurfaceTitle","По target capability","Comment permissions","Reusable comments surface","Any commentable object","Add/edit/delete/restore","offline; tombstone; partial","FORBIDDEN; OBJECT_NOT_VISIBLE","Target card","Command registry, focus management","P0","VIS-001","Mapped","238"
"SCR-203","Shared","Связи и tags","panel/dialog","Panel","DialogShell; FocusTrap; InspectorPanel; PermissionState; SurfaceTitle","По target capability","ObjectLink/Tag permissions","Typed links and tags","Any supported object","Add/remove/open; replace tags","duplicate; target hidden","DUPLICATE_RESOURCE; OBJECT_NOT_VISIBLE","Target card","Command registry, focus management","P0","VIS-001","Mapped","239"
"SCR-204","Shared","Почему действие недоступно","popover","Popover","PermissionState; PopoverSurface; SurfaceTitle","По target capability","Local capability reason / Authorization.Explain admin","Safe explanation without raw RBAC/ReBAC/ABAC","Disabled control help","Close; relevant settings/admin","reason stale; server deny","FORBIDDEN; SYNC_SCOPE_CHANGED","Current surface","Command registry, focus management","P0","VIS-001","Mapped","240"
"SCR-205","Shared","Connection status","persistent banner/status","Specialized surface","ConnectivityBanner; ReadOnlyBanner; RetryAction; SemanticStatus; SurfaceTitle","По target capability","Authenticated","Online/offline/reconnecting/maintenance/storage-full","Global shell","Retry; diagnostics","offline; maintenance; storage full","DATABASE_UNAVAILABLE; MAINTENANCE_MODE; STORAGE_FULL","SCR-159; SCR-183","Command registry, focus management","P0","VIS-001","Mapped","241"
"SCR-207","Shared","Общее context menu","context menu","Context menu","ContextMenu; PermissionState; SurfaceTitle","По target capability","Capability-dependent","Одинаковые mouse/keyboard commands","Right click; Shift+F10","Open; copy link; permitted actions","mixed selection; disabled reason","FORBIDDEN","Relevant dialogs","Command registry, focus management","P0","VIS-001","Mapped","242"
"SCR-208","Shared","Общее подтверждение","dialog","Modal dialog","ConflictNotice; DialogShell; ErrorMessage; FocusTrap; SemanticStatus; SurfaceTitle","По target capability","Target permission","Confirm consequential reversible action","Archive/trash/remove relation/etc.","Confirm; cancel","state changed while open","VERSION_CONFLICT; INVALID_STATE_TRANSITION","Source surface","Command registry, focus management","P0","VIS-001","Mapped","243"
"SCR-209","Shared","Детали ошибки / background operation","dialog/panel","Panel","ConnectivityBanner; DialogShell; ErrorMessage; FocusTrap; InspectorPanel; LoadingState; ProgressIndicator; ReadOnlyBanner; RetryAction; SurfaceTitle","По target capability","Authenticated; extended admin","Safe traceId, retry semantics, job result","Error toast/admin job","Retry safe; copy traceId; diagnostics","recoverable; unrecoverable; running","INTERNAL_ERROR; TIMEOUT; DEPENDENCY_UNAVAILABLE","SCR-159; SCR-184","Command registry, focus management","P0","VIS-001","Mapped","244"
"SCR-213","Shared","Общая multi-select panel","action bar","Selection action bar","BulkResultSummary; PermissionState; SelectionBar; SurfaceTitle","По target capability","Capability intersection","Batch commands with explicit selection extent","Multi-select list/tree","Execute; clear; select loaded/page","request too large; mixed permissions","REQUEST_TOO_LARGE; FORBIDDEN","Source list","Command registry, focus management","P0","VIS-001","Mapped","245"
