AC ID,Owner,Module,Unique ID,Valid owner,Given,When,Then,Nonempty result,Known references,No duplicate,No cyclic replacement,No deprecated,Known permission/error/UX,Definite wording,Single Then block,Single behavior,Result,Evidence
AC-1912,DATA-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-012; automated deterministic structural gate
AC-2195,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-016; automated deterministic structural gate
AC-2196,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-243; automated deterministic structural gate
AC-2197,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-244; automated deterministic structural gate
AC-2198,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-245; automated deterministic structural gate
AC-2199,ERR-003,MOD-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-246; automated deterministic structural gate
AC-2200,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-019; automated deterministic structural gate
AC-2201,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-020; automated deterministic structural gate
AC-2202,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-021; automated deterministic structural gate
AC-2203,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-022; automated deterministic structural gate
AC-2204,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-023; automated deterministic structural gate
AC-2205,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-024; automated deterministic structural gate
AC-2206,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-025; automated deterministic structural gate
AC-2207,ERR-004,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-247; automated deterministic structural gate
AC-2208,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-027; automated deterministic structural gate
AC-2209,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-028; automated deterministic structural gate
AC-2210,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-029; automated deterministic structural gate
AC-2211,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-030; automated deterministic structural gate
AC-2212,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-031; automated deterministic structural gate
AC-2213,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-032; automated deterministic structural gate
AC-2214,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-033; automated deterministic structural gate
AC-2215,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-034; automated deterministic structural gate
AC-2216,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-035; automated deterministic structural gate
AC-2217,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-036; automated deterministic structural gate
AC-2218,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-037; automated deterministic structural gate
AC-2219,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-038; automated deterministic structural gate
AC-2220,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-039; automated deterministic structural gate
AC-2221,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-040; automated deterministic structural gate
AC-2222,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-248; automated deterministic structural gate
AC-2223,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-249; automated deterministic structural gate
AC-2224,ERR-005,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-250; automated deterministic structural gate
AC-2225,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-042; automated deterministic structural gate
AC-2226,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-043; automated deterministic structural gate
AC-2227,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-044; automated deterministic structural gate
AC-2228,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-045; automated deterministic structural gate
AC-2229,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-046; automated deterministic structural gate
AC-2230,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-047; automated deterministic structural gate
AC-2231,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-048; automated deterministic structural gate
AC-2232,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-049; automated deterministic structural gate
AC-2233,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-050; automated deterministic structural gate
AC-2234,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-051; automated deterministic structural gate
AC-2235,ERR-006,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-251; automated deterministic structural gate
AC-2236,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-053; automated deterministic structural gate
AC-2237,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-054; automated deterministic structural gate
AC-2238,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-055; automated deterministic structural gate
AC-2239,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-056; automated deterministic structural gate
AC-2240,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-057; automated deterministic structural gate
AC-2241,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-058; automated deterministic structural gate
AC-2242,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-059; automated deterministic structural gate
AC-2243,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-060; automated deterministic structural gate
AC-2244,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-061; automated deterministic structural gate
AC-2245,ERR-007,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-252; automated deterministic structural gate
AC-2246,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-063; automated deterministic structural gate
AC-2247,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-064; automated deterministic structural gate
AC-2248,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-065; automated deterministic structural gate
AC-2249,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-066; automated deterministic structural gate
AC-2250,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-067; automated deterministic structural gate
AC-2251,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-068; automated deterministic structural gate
AC-2252,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-069; automated deterministic structural gate
AC-2253,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-070; automated deterministic structural gate
AC-2254,ERR-008,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-253; automated deterministic structural gate
AC-2255,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-072; automated deterministic structural gate
AC-2256,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-073; automated deterministic structural gate
AC-2257,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-074; automated deterministic structural gate
AC-2258,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-075; automated deterministic structural gate
AC-2259,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-076; automated deterministic structural gate
AC-2260,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-077; automated deterministic structural gate
AC-2261,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-078; automated deterministic structural gate
AC-2262,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-079; automated deterministic structural gate
AC-2263,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-080; automated deterministic structural gate
AC-2264,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-081; automated deterministic structural gate
AC-2265,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-082; automated deterministic structural gate
AC-2266,ERR-009,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-254; automated deterministic structural gate
AC-2267,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-084; automated deterministic structural gate
AC-2268,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-085; automated deterministic structural gate
AC-2269,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-086; automated deterministic structural gate
AC-2270,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-087; automated deterministic structural gate
AC-2271,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-088; automated deterministic structural gate
AC-2272,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-089; automated deterministic structural gate
AC-2273,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-090; automated deterministic structural gate
AC-2274,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-091; automated deterministic structural gate
AC-2275,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-092; automated deterministic structural gate
AC-2276,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-093; automated deterministic structural gate
AC-2277,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-094; automated deterministic structural gate
AC-2278,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-095; automated deterministic structural gate
AC-2279,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-096; automated deterministic structural gate
AC-2280,ERR-010,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-255; automated deterministic structural gate
AC-2281,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-098; automated deterministic structural gate
AC-2282,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-099; automated deterministic structural gate
AC-2283,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-100; automated deterministic structural gate
AC-2284,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-101; automated deterministic structural gate
AC-2285,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-102; automated deterministic structural gate
AC-2286,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-103; automated deterministic structural gate
AC-2287,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-104; automated deterministic structural gate
AC-2288,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-105; automated deterministic structural gate
AC-2289,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-106; automated deterministic structural gate
AC-2290,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-107; automated deterministic structural gate
AC-2291,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-108; automated deterministic structural gate
AC-2292,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-109; automated deterministic structural gate
AC-2293,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-110; automated deterministic structural gate
AC-2294,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-111; automated deterministic structural gate
AC-2295,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-112; automated deterministic structural gate
AC-2296,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-256; automated deterministic structural gate
AC-2297,ERR-011,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-257; automated deterministic structural gate
AC-2298,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-114; automated deterministic structural gate
AC-2299,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-115; automated deterministic structural gate
AC-2300,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-116; automated deterministic structural gate
AC-2301,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-117; automated deterministic structural gate
AC-2302,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-118; automated deterministic structural gate
AC-2303,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-119; automated deterministic structural gate
AC-2304,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-120; automated deterministic structural gate
AC-2305,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-121; automated deterministic structural gate
AC-2306,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-122; automated deterministic structural gate
AC-2307,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-123; automated deterministic structural gate
AC-2308,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-124; automated deterministic structural gate
AC-2309,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-125; automated deterministic structural gate
AC-2310,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-126; automated deterministic structural gate
AC-2311,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-127; automated deterministic structural gate
AC-2312,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-128; automated deterministic structural gate
AC-2313,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-129; automated deterministic structural gate
AC-2314,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-130; automated deterministic structural gate
AC-2315,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-131; automated deterministic structural gate
AC-2316,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-132; automated deterministic structural gate
AC-2317,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-133; automated deterministic structural gate
AC-2318,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-134; automated deterministic structural gate
AC-2319,ERR-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-258; automated deterministic structural gate
AC-2320,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-136; automated deterministic structural gate
AC-2321,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-137; automated deterministic structural gate
AC-2322,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-138; automated deterministic structural gate
AC-2323,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-139; automated deterministic structural gate
AC-2324,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-140; automated deterministic structural gate
AC-2325,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-141; automated deterministic structural gate
AC-2326,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-142; automated deterministic structural gate
AC-2327,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-143; automated deterministic structural gate
AC-2328,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-144; automated deterministic structural gate
AC-2329,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-145; automated deterministic structural gate
AC-2330,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-146; automated deterministic structural gate
AC-2331,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-147; automated deterministic structural gate
AC-2332,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-148; automated deterministic structural gate
AC-2333,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-149; automated deterministic structural gate
AC-2334,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-150; automated deterministic structural gate
AC-2335,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-151; automated deterministic structural gate
AC-2336,ERR-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-152; automated deterministic structural gate
