AC ID,Categories,Module,One scenario,One expected result,Correct owner,Unambiguous test,No hidden tests,No FR/BR conflict,No duplicate,No MVP expansion,Known entities,Result,Evidence
AC-1917,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-243;DATA-002; scenario=Contract projection for FR-243
AC-2212,stratified 10% remainder,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-031;ERR-005; scenario=Stable error handling for FR-031
AC-2234,stratified 10% remainder,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-051;ERR-006; scenario=Stable error handling for FR-051
AC-2244,stratified 10% remainder,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-061;ERR-007; scenario=Stable error handling for FR-061
AC-2248,stratified 10% remainder,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-065;ERR-008; scenario=Stable error handling for FR-065
AC-2255,stratified 10% remainder,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-072;ERR-009; scenario=Stable error handling for FR-072
AC-2269,stratified 10% remainder,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-086;ERR-010; scenario=Stable error handling for FR-086
AC-2283,stratified 10% remainder,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-100;ERR-011; scenario=Stable error handling for FR-100
AC-2293,stratified 10% remainder,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-110;ERR-011; scenario=Stable error handling for FR-110
AC-2303,stratified 10% remainder,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-119;ERR-012; scenario=Stable error handling for FR-119
AC-2319,stratified 10% remainder,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-258;ERR-012; scenario=Stable error handling for FR-258
AC-2320,stratified 10% remainder,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-136;ERR-013; scenario=Stable error handling for FR-136
AC-2321,stratified 10% remainder,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-137;ERR-013; scenario=Stable error handling for FR-137
AC-2344,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-160;ERR-014; scenario=Stable error handling for FR-160
AC-2345,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-260;ERR-014; scenario=Stable error handling for FR-260
AC-2346,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-275;ERR-014; scenario=Stable error handling for FR-275
AC-2347,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-276;ERR-014; scenario=Stable error handling for FR-276
AC-2348,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-277;ERR-014; scenario=Stable error handling for FR-277
AC-2349,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-278;ERR-014; scenario=Stable error handling for FR-278
AC-2354,stratified 10% remainder,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-261;ERR-015; scenario=Stable error handling for FR-261
AC-2365,stratified 10% remainder,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-176;ERR-018; scenario=Stable error handling for FR-176
AC-2374,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-180;ERR-019; scenario=Stable error handling for FR-180
AC-2389,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-195;ERR-019; scenario=Stable error handling for FR-195
AC-2390,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-196;ERR-019; scenario=Stable error handling for FR-196
AC-2392,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-198;ERR-019; scenario=Stable error handling for FR-198
AC-2404,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-210;ERR-019; scenario=Stable error handling for FR-210
AC-2406,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-212;ERR-019; scenario=Stable error handling for FR-212
AC-2413,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-219;ERR-019; scenario=Stable error handling for FR-219
AC-2420,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-226;ERR-019; scenario=Stable error handling for FR-226
AC-2422,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-228;ERR-019; scenario=Stable error handling for FR-228
AC-2429,stratified 10% remainder,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-266;ERR-020; scenario=Stable error handling for FR-266
AC-2432,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-236;ERR-021; scenario=Stable error handling for FR-236
AC-2433,stratified 10% remainder,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-237;ERR-021; scenario=Stable error handling for FR-237
AC-2440,stratified 10% remainder,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-003;SYNC-001; scenario=Command outage behavior for FR-003
AC-2452,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-015;SYNC-002; scenario=Read outage behavior for FR-015
AC-2462,stratified 10% remainder,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-023;SYNC-004; scenario=Command outage behavior for FR-023
AC-2477,stratified 10% remainder,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-038;SYNC-005; scenario=Command outage behavior for FR-038
AC-2481,stratified 10% remainder,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-249;SYNC-005; scenario=Read outage behavior for FR-249
AC-2489,stratified 10% remainder,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-048;SYNC-006; scenario=Read outage behavior for FR-048
AC-2494,stratified 10% remainder,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-053;SYNC-007; scenario=Command outage behavior for FR-053
AC-2505,stratified 10% remainder,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-064;SYNC-008; scenario=Read outage behavior for FR-064
AC-2515,stratified 10% remainder,MOD-009,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-074;SYNC-009; scenario=Command outage behavior for FR-074
AC-2527,stratified 10% remainder,MOD-010,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-086;SYNC-010; scenario=Read outage behavior for FR-086
AC-2542,stratified 10% remainder,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-101;SYNC-011; scenario=Command outage behavior for FR-101
AC-2545,stratified 10% remainder,MOD-011,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-104;SYNC-011; scenario=Command outage behavior for FR-104
AC-2561,stratified 10% remainder,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-119;SYNC-012; scenario=Command outage behavior for FR-119
AC-2565,stratified 10% remainder,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-123;SYNC-012; scenario=Read outage behavior for FR-123
AC-2584,stratified 10% remainder,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-142;SYNC-013; scenario=Read outage behavior for FR-142
AC-2591,stratified 10% remainder,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-149;SYNC-013; scenario=Read outage behavior for FR-149
AC-2602,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-160;SYNC-014; scenario=Read outage behavior for FR-160
AC-2603,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-260;SYNC-014; scenario=Read outage behavior for FR-260
AC-2604,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-275;SYNC-014; scenario=Read outage behavior for FR-275
AC-2605,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-276;SYNC-014; scenario=Read outage behavior for FR-276
AC-2606,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-277;SYNC-014; scenario=Read outage behavior for FR-277
AC-2607,OQ-003/MOD-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-278;SYNC-014; scenario=Read outage behavior for FR-278
AC-2613,stratified 10% remainder,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-279;SYNC-015; scenario=Read outage behavior for FR-279
AC-2627,stratified 10% remainder,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-272;SYNC-018; scenario=Command outage behavior for FR-272
AC-2632,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-180;SYNC-019; scenario=Command outage behavior for FR-180
AC-2633,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-181;SYNC-019; scenario=Command outage behavior for FR-181
AC-2652,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-200;SYNC-019; scenario=Read outage behavior for FR-200
AC-2661,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-209;SYNC-019; scenario=Read outage behavior for FR-209
AC-2662,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-210;SYNC-019; scenario=Read outage behavior for FR-210
AC-2664,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-212;SYNC-019; scenario=Command outage behavior for FR-212
AC-2671,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-219;SYNC-019; scenario=Command outage behavior for FR-219
AC-2680,permissions/partial access,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-228;SYNC-019; scenario=Read outage behavior for FR-228
AC-2683,stratified 10% remainder,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-265;SYNC-019; scenario=Read outage behavior for FR-265
AC-2684,stratified 10% remainder,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-232;SYNC-020; scenario=Command outage behavior for FR-232
AC-2690,security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-236;SYNC-021; scenario=Read outage behavior for FR-236
AC-2691,stratified 10% remainder,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-237;SYNC-021; scenario=Read outage behavior for FR-237
AC-2697,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-002;AUDIT-001; scenario=Audit evidence for FR-002
AC-2698,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-003;AUDIT-001; scenario=Audit evidence for FR-003
AC-2699,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-004;AUDIT-001; scenario=Audit evidence for FR-004
AC-2700,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-005;AUDIT-001; scenario=Audit evidence for FR-005
AC-2701,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-006;AUDIT-001; scenario=Audit evidence for FR-006
AC-2702,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-007;AUDIT-001; scenario=Audit evidence for FR-007
AC-2703,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-008;AUDIT-001; scenario=Audit evidence for FR-008
AC-2704,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-009;AUDIT-001; scenario=Audit evidence for FR-009
AC-2705,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-010;AUDIT-001; scenario=Audit evidence for FR-010
AC-2706,security audit,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-242;AUDIT-001; scenario=Audit evidence for FR-242
AC-2707,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-012;AUDIT-002; scenario=Audit evidence for FR-012
AC-2708,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-013;AUDIT-002; scenario=Audit evidence for FR-013
AC-2709,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-014;AUDIT-002; scenario=Audit evidence for FR-014
AC-2710,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-015;AUDIT-002; scenario=Audit evidence for FR-015
AC-2711,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-016;AUDIT-002; scenario=Audit evidence for FR-016
AC-2712,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-243;AUDIT-002; scenario=Audit evidence for FR-243
AC-2713,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-244;AUDIT-002; scenario=Audit evidence for FR-244
AC-2714,security audit,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-245;AUDIT-002; scenario=Audit evidence for FR-245
AC-2715,security audit,MOD-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-246;AUDIT-003; scenario=Audit evidence for FR-246
AC-2716,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-019;AUDIT-004; scenario=Audit evidence for FR-019
AC-2717,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-020;AUDIT-004; scenario=Audit evidence for FR-020
AC-2718,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-021;AUDIT-004; scenario=Audit evidence for FR-021
AC-2719,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-022;AUDIT-004; scenario=Audit evidence for FR-022
AC-2720,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-023;AUDIT-004; scenario=Audit evidence for FR-023
AC-2721,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-024;AUDIT-004; scenario=Audit evidence for FR-024
AC-2722,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-025;AUDIT-004; scenario=Audit evidence for FR-025
AC-2723,security audit,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-247;AUDIT-004; scenario=Audit evidence for FR-247
AC-2724,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-027;AUDIT-005; scenario=Audit evidence for FR-027
AC-2725,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-028;AUDIT-005; scenario=Audit evidence for FR-028
AC-2726,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-029;AUDIT-005; scenario=Audit evidence for FR-029
AC-2727,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-030;AUDIT-005; scenario=Audit evidence for FR-030
AC-2728,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-031;AUDIT-005; scenario=Audit evidence for FR-031
AC-2729,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-032;AUDIT-005; scenario=Audit evidence for FR-032
AC-2730,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-033;AUDIT-005; scenario=Audit evidence for FR-033
AC-2731,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-034;AUDIT-005; scenario=Audit evidence for FR-034
AC-2732,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-035;AUDIT-005; scenario=Audit evidence for FR-035
AC-2733,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-036;AUDIT-005; scenario=Audit evidence for FR-036
AC-2734,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-037;AUDIT-005; scenario=Audit evidence for FR-037
AC-2735,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-038;AUDIT-005; scenario=Audit evidence for FR-038
AC-2736,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-039;AUDIT-005; scenario=Audit evidence for FR-039
AC-2737,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-040;AUDIT-005; scenario=Audit evidence for FR-040
AC-2738,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-248;AUDIT-005; scenario=Audit evidence for FR-248
AC-2739,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-249;AUDIT-005; scenario=Audit evidence for FR-249
AC-2740,security audit,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-250;AUDIT-005; scenario=Audit evidence for FR-250
AC-2741,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-042;AUDIT-006; scenario=Audit evidence for FR-042
AC-2742,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-043;AUDIT-006; scenario=Audit evidence for FR-043
AC-2743,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-044;AUDIT-006; scenario=Audit evidence for FR-044
AC-2744,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-045;AUDIT-006; scenario=Audit evidence for FR-045
AC-2745,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-046;AUDIT-006; scenario=Audit evidence for FR-046
AC-2746,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-047;AUDIT-006; scenario=Audit evidence for FR-047
AC-2747,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-048;AUDIT-006; scenario=Audit evidence for FR-048
AC-2748,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-049;AUDIT-006; scenario=Audit evidence for FR-049
AC-2749,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-050;AUDIT-006; scenario=Audit evidence for FR-050
AC-2750,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-051;AUDIT-006; scenario=Audit evidence for FR-051
AC-2751,security audit,MOD-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-251;AUDIT-006; scenario=Audit evidence for FR-251
AC-2752,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-053;AUDIT-007; scenario=Audit evidence for FR-053
AC-2753,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-054;AUDIT-007; scenario=Audit evidence for FR-054
AC-2754,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-055;AUDIT-007; scenario=Audit evidence for FR-055
AC-2755,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-056;AUDIT-007; scenario=Audit evidence for FR-056
AC-2756,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-057;AUDIT-007; scenario=Audit evidence for FR-057
AC-2757,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-058;AUDIT-007; scenario=Audit evidence for FR-058
AC-2758,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-059;AUDIT-007; scenario=Audit evidence for FR-059
AC-2759,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-060;AUDIT-007; scenario=Audit evidence for FR-060
AC-2760,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-061;AUDIT-007; scenario=Audit evidence for FR-061
AC-2761,security audit,MOD-007,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-252;AUDIT-007; scenario=Audit evidence for FR-252
AC-2762,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-063;AUDIT-008; scenario=Audit evidence for FR-063
AC-2763,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-064;AUDIT-008; scenario=Audit evidence for FR-064
AC-2764,security audit,MOD-008,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-065;AUDIT-008; scenario=Audit evidence for FR-065
