Matrix source row,Requirement,Type,Module,Requirement title,Resolution status,API operationId,API method,API path,Permission,Server handler planned,Screen Stage 3.5,FLOW Stage 3.5,Test type,Source evidence,Resolution rationale
wave-b.csv:983,AC-2071,AC,MOD-013,Permission denial for FR-145,resolved,GET_api_v1_interactions_id,GET,/api/v1/interactions/{id},Contact.Read,Task.Application.MOD-013.GET_api_v1_interactions_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:983 Source='OpenAPI `GET_api_v1_interactions_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId GET_api_v1_interactions_id = GET /api/v1/interactions/{id}; traceability 4.5 FR-145 Permission=Contact.Read,Source field of the matrix row confirms operationId GET_api_v1_interactions_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-145.
wave-b.csv:984,AC-2072,AC,MOD-013,Permission denial for FR-146,resolved,PATCH_api_v1_interactions_id,PATCH,/api/v1/interactions/{id},Interaction.Update,Task.Application.MOD-013.PATCH_api_v1_interactions_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:984 Source='OpenAPI `PATCH_api_v1_interactions_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId PATCH_api_v1_interactions_id = PATCH /api/v1/interactions/{id}; traceability 4.5 FR-146 Permission=Interaction.Update,Source field of the matrix row confirms operationId PATCH_api_v1_interactions_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-146.
wave-b.csv:985,AC-2073,AC,MOD-013,Permission denial for FR-147,resolved,PUT_api_v1_interactions_id_participants,PUT,/api/v1/interactions/{id}/participants,Interaction.Update,Task.Application.MOD-013.PUT_api_v1_interactions_id_participantsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:985 Source='OpenAPI `PUT_api_v1_interactions_id_participants`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId PUT_api_v1_interactions_id_participants = PUT /api/v1/interactions/{id}/participants; traceability 4.5 FR-147 Permission=Interaction.Update,Source field of the matrix row confirms operationId PUT_api_v1_interactions_id_participants; method and path verified in openapi.yaml; permission confirmed via traceability FR-147.
wave-b.csv:986,AC-2074,AC,MOD-013,Permission denial for FR-148,resolved,POST_api_v1_interactions_id_restore,POST,/api/v1/interactions/{id}/restore,Interaction.Update,Task.Application.MOD-013.POST_api_v1_interactions_id_restoreHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:986 Source='OpenAPI `POST_api_v1_interactions_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId POST_api_v1_interactions_id_restore = POST /api/v1/interactions/{id}/restore; traceability 4.5 FR-148 Permission=Interaction.Update,Source field of the matrix row confirms operationId POST_api_v1_interactions_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-148.
wave-b.csv:987,AC-2075,AC,MOD-013,Permission denial for FR-149,resolved,GET_api_v1_objects_objectId_links,GET,/api/v1/objects/{objectId}/links,ObjectLink.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_linksHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:987 Source='OpenAPI `GET_api_v1_objects_objectId_links`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId GET_api_v1_objects_objectId_links = GET /api/v1/objects/{objectId}/links; traceability 4.5 FR-149 Permission=ObjectLink.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_links; method and path verified in openapi.yaml; permission confirmed via traceability FR-149.
wave-b.csv:988,AC-2076,AC,MOD-013,Permission denial for FR-150,resolved,POST_api_v1_objects_objectId_links,POST,/api/v1/objects/{objectId}/links,ObjectLink.Create,Task.Application.MOD-013.POST_api_v1_objects_objectId_linksHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:988 Source='OpenAPI `POST_api_v1_objects_objectId_links`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId POST_api_v1_objects_objectId_links = POST /api/v1/objects/{objectId}/links; traceability 4.5 FR-150 Permission=ObjectLink.Create,Source field of the matrix row confirms operationId POST_api_v1_objects_objectId_links; method and path verified in openapi.yaml; permission confirmed via traceability FR-150.
wave-b.csv:989,AC-2077,AC,MOD-013,Permission denial for FR-151,resolved,DELETE_api_v1_objects_objectId_links_linkId,DELETE,/api/v1/objects/{objectId}/links/{linkId},ObjectLink.Delete,Task.Application.MOD-013.DELETE_api_v1_objects_objectId_links_linkIdHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:989 Source='OpenAPI `DELETE_api_v1_objects_objectId_links_linkId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId DELETE_api_v1_objects_objectId_links_linkId = DELETE /api/v1/objects/{objectId}/links/{linkId}; traceability 4.5 FR-151 Permission=ObjectLink.Delete,Source field of the matrix row confirms operationId DELETE_api_v1_objects_objectId_links_linkId; method and path verified in openapi.yaml; permission confirmed via traceability FR-151.
wave-b.csv:990,AC-2078,AC,MOD-013,Permission denial for FR-152,resolved,PUT_api_v1_objects_objectId_tags,PUT,/api/v1/objects/{objectId}/tags,Tag.Assign,Task.Application.MOD-013.PUT_api_v1_objects_objectId_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:990 Source='OpenAPI `PUT_api_v1_objects_objectId_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId PUT_api_v1_objects_objectId_tags = PUT /api/v1/objects/{objectId}/tags; traceability 4.5 FR-152 Permission=Tag.Assign,Source field of the matrix row confirms operationId PUT_api_v1_objects_objectId_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-152.
wave-b.csv:991,AC-2079,AC,MOD-013,Permission denial for FR-153,resolved,GET_api_v1_tags,GET,/api/v1/tags,Tag.Read,Task.Application.MOD-013.GET_api_v1_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:991 Source='OpenAPI `GET_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId GET_api_v1_tags = GET /api/v1/tags; traceability 4.5 FR-153 Permission=Tag.Read,Source field of the matrix row confirms operationId GET_api_v1_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-153.
wave-b.csv:992,AC-2080,AC,MOD-013,Permission denial for FR-154,resolved,POST_api_v1_tags,POST,/api/v1/tags,Tag.Manage,Task.Application.MOD-013.POST_api_v1_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:992 Source='OpenAPI `POST_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId POST_api_v1_tags = POST /api/v1/tags; traceability 4.5 FR-154 Permission=Tag.Manage,Source field of the matrix row confirms operationId POST_api_v1_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-154.
wave-b.csv:993,AC-2081,AC,MOD-013,Permission denial for FR-155,resolved,DELETE_api_v1_tags_id,DELETE,/api/v1/tags/{id},Tag.Manage,Task.Application.MOD-013.DELETE_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:993 Source='OpenAPI `DELETE_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId DELETE_api_v1_tags_id = DELETE /api/v1/tags/{id}; traceability 4.5 FR-155 Permission=Tag.Manage,Source field of the matrix row confirms operationId DELETE_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-155.
wave-b.csv:994,AC-2082,AC,MOD-013,Permission denial for FR-156,resolved,GET_api_v1_tags_id,GET,/api/v1/tags/{id},Tag.Read,Task.Application.MOD-013.GET_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:994 Source='OpenAPI `GET_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId GET_api_v1_tags_id = GET /api/v1/tags/{id}; traceability 4.5 FR-156 Permission=Tag.Read,Source field of the matrix row confirms operationId GET_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-156.
wave-b.csv:995,AC-2083,AC,MOD-013,Permission denial for FR-157,resolved,PATCH_api_v1_tags_id,PATCH,/api/v1/tags/{id},Tag.Manage,Task.Application.MOD-013.PATCH_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:995 Source='OpenAPI `PATCH_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId PATCH_api_v1_tags_id = PATCH /api/v1/tags/{id}; traceability 4.5 FR-157 Permission=Tag.Manage,Source field of the matrix row confirms operationId PATCH_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-157.
wave-b.csv:996,AC-2084,AC,MOD-013,Permission denial for FR-158,resolved,POST_api_v1_tags_id_restore,POST,/api/v1/tags/{id}/restore,Tag.Manage,Task.Application.MOD-013.POST_api_v1_tags_id_restoreHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:996 Source='OpenAPI `POST_api_v1_tags_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-013'; openapi.yaml operationId POST_api_v1_tags_id_restore = POST /api/v1/tags/{id}/restore; traceability 4.5 FR-158 Permission=Tag.Manage,Source field of the matrix row confirms operationId POST_api_v1_tags_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-158.
wave-b.csv:997,AC-2085,AC,MOD-013,Permission denial for FR-259,unresolved,,,,,,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Security/authorization,implementation_matrix.csv wave-b.csv:997 title='Permission denial for FR-259'; traceability 4.5 FR-259 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-259 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:998,AC-2320,AC,MOD-013,Stable error handling for FR-136,resolved,GET_api_v1_comments_id_versions,GET,/api/v1/comments/{id}/versions,History.Read,Task.Application.MOD-013.GET_api_v1_comments_id_versionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:998 Source='OpenAPI `GET_api_v1_comments_id_versions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_comments_id_versions = GET /api/v1/comments/{id}/versions; traceability 4.5 FR-136 Permission=History.Read,Source field of the matrix row confirms operationId GET_api_v1_comments_id_versions; method and path verified in openapi.yaml; permission confirmed via traceability FR-136.
wave-b.csv:999,AC-2321,AC,MOD-013,Stable error handling for FR-137,resolved,GET_api_v1_objects_objectId_comments,GET,/api/v1/objects/{objectId}/comments,Comment.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_commentsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:999 Source='OpenAPI `GET_api_v1_objects_objectId_comments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_objects_objectId_comments = GET /api/v1/objects/{objectId}/comments; traceability 4.5 FR-137 Permission=Comment.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_comments; method and path verified in openapi.yaml; permission confirmed via traceability FR-137.
wave-b.csv:1000,AC-2322,AC,MOD-013,Stable error handling for FR-138,resolved,POST_api_v1_objects_objectId_comments,POST,/api/v1/objects/{objectId}/comments,Comment.Create,Task.Application.MOD-013.POST_api_v1_objects_objectId_commentsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1000 Source='OpenAPI `POST_api_v1_objects_objectId_comments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_objects_objectId_comments = POST /api/v1/objects/{objectId}/comments; traceability 4.5 FR-138 Permission=Comment.Create,Source field of the matrix row confirms operationId POST_api_v1_objects_objectId_comments; method and path verified in openapi.yaml; permission confirmed via traceability FR-138.
wave-b.csv:1001,AC-2323,AC,MOD-013,Stable error handling for FR-139,resolved,DELETE_api_v1_objects_objectId_comments_id,DELETE,/api/v1/objects/{objectId}/comments/{id},Comment.DeleteOwnOrModerate,Task.Application.MOD-013.DELETE_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1001 Source='OpenAPI `DELETE_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId DELETE_api_v1_objects_objectId_comments_id = DELETE /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-139 Permission=Comment.DeleteOwnOrModerate,Source field of the matrix row confirms operationId DELETE_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-139.
wave-b.csv:1002,AC-2324,AC,MOD-013,Stable error handling for FR-140,resolved,GET_api_v1_objects_objectId_comments_id,GET,/api/v1/objects/{objectId}/comments/{id},Comment.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1002 Source='OpenAPI `GET_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_objects_objectId_comments_id = GET /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-140 Permission=Comment.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-140.
wave-b.csv:1003,AC-2325,AC,MOD-013,Stable error handling for FR-141,resolved,PATCH_api_v1_objects_objectId_comments_id,PATCH,/api/v1/objects/{objectId}/comments/{id},Comment.UpdateOwnOrModerate,Task.Application.MOD-013.PATCH_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1003 Source='OpenAPI `PATCH_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId PATCH_api_v1_objects_objectId_comments_id = PATCH /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-141 Permission=Comment.UpdateOwnOrModerate,Source field of the matrix row confirms operationId PATCH_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-141.
wave-b.csv:1004,AC-2326,AC,MOD-013,Stable error handling for FR-142,resolved,GET_api_v1_interactions,GET,/api/v1/interactions,Contact.Read,Task.Application.MOD-013.GET_api_v1_interactionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1004 Source='OpenAPI `GET_api_v1_interactions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_interactions = GET /api/v1/interactions; traceability 4.5 FR-142 Permission=Contact.Read,Source field of the matrix row confirms operationId GET_api_v1_interactions; method and path verified in openapi.yaml; permission confirmed via traceability FR-142.
wave-b.csv:1005,AC-2327,AC,MOD-013,Stable error handling for FR-143,resolved,POST_api_v1_interactions,POST,/api/v1/interactions,Interaction.Create,Task.Application.MOD-013.POST_api_v1_interactionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1005 Source='OpenAPI `POST_api_v1_interactions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_interactions = POST /api/v1/interactions; traceability 4.5 FR-143 Permission=Interaction.Create,Source field of the matrix row confirms operationId POST_api_v1_interactions; method and path verified in openapi.yaml; permission confirmed via traceability FR-143.
wave-b.csv:1006,AC-2328,AC,MOD-013,Stable error handling for FR-144,resolved,DELETE_api_v1_interactions_id,DELETE,/api/v1/interactions/{id},Interaction.Update,Task.Application.MOD-013.DELETE_api_v1_interactions_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1006 Source='OpenAPI `DELETE_api_v1_interactions_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId DELETE_api_v1_interactions_id = DELETE /api/v1/interactions/{id}; traceability 4.5 FR-144 Permission=Interaction.Update,Source field of the matrix row confirms operationId DELETE_api_v1_interactions_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-144.
wave-b.csv:1007,AC-2329,AC,MOD-013,Stable error handling for FR-145,resolved,GET_api_v1_interactions_id,GET,/api/v1/interactions/{id},Contact.Read,Task.Application.MOD-013.GET_api_v1_interactions_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1007 Source='OpenAPI `GET_api_v1_interactions_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_interactions_id = GET /api/v1/interactions/{id}; traceability 4.5 FR-145 Permission=Contact.Read,Source field of the matrix row confirms operationId GET_api_v1_interactions_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-145.
wave-b.csv:1008,AC-2330,AC,MOD-013,Stable error handling for FR-146,resolved,PATCH_api_v1_interactions_id,PATCH,/api/v1/interactions/{id},Interaction.Update,Task.Application.MOD-013.PATCH_api_v1_interactions_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1008 Source='OpenAPI `PATCH_api_v1_interactions_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId PATCH_api_v1_interactions_id = PATCH /api/v1/interactions/{id}; traceability 4.5 FR-146 Permission=Interaction.Update,Source field of the matrix row confirms operationId PATCH_api_v1_interactions_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-146.
wave-b.csv:1009,AC-2331,AC,MOD-013,Stable error handling for FR-147,resolved,PUT_api_v1_interactions_id_participants,PUT,/api/v1/interactions/{id}/participants,Interaction.Update,Task.Application.MOD-013.PUT_api_v1_interactions_id_participantsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1009 Source='OpenAPI `PUT_api_v1_interactions_id_participants`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId PUT_api_v1_interactions_id_participants = PUT /api/v1/interactions/{id}/participants; traceability 4.5 FR-147 Permission=Interaction.Update,Source field of the matrix row confirms operationId PUT_api_v1_interactions_id_participants; method and path verified in openapi.yaml; permission confirmed via traceability FR-147.
wave-b.csv:1010,AC-2332,AC,MOD-013,Stable error handling for FR-148,resolved,POST_api_v1_interactions_id_restore,POST,/api/v1/interactions/{id}/restore,Interaction.Update,Task.Application.MOD-013.POST_api_v1_interactions_id_restoreHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1010 Source='OpenAPI `POST_api_v1_interactions_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_interactions_id_restore = POST /api/v1/interactions/{id}/restore; traceability 4.5 FR-148 Permission=Interaction.Update,Source field of the matrix row confirms operationId POST_api_v1_interactions_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-148.
wave-b.csv:1011,AC-2333,AC,MOD-013,Stable error handling for FR-149,resolved,GET_api_v1_objects_objectId_links,GET,/api/v1/objects/{objectId}/links,ObjectLink.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_linksHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1011 Source='OpenAPI `GET_api_v1_objects_objectId_links`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_objects_objectId_links = GET /api/v1/objects/{objectId}/links; traceability 4.5 FR-149 Permission=ObjectLink.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_links; method and path verified in openapi.yaml; permission confirmed via traceability FR-149.
wave-b.csv:1012,AC-2334,AC,MOD-013,Stable error handling for FR-150,resolved,POST_api_v1_objects_objectId_links,POST,/api/v1/objects/{objectId}/links,ObjectLink.Create,Task.Application.MOD-013.POST_api_v1_objects_objectId_linksHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1012 Source='OpenAPI `POST_api_v1_objects_objectId_links`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_objects_objectId_links = POST /api/v1/objects/{objectId}/links; traceability 4.5 FR-150 Permission=ObjectLink.Create,Source field of the matrix row confirms operationId POST_api_v1_objects_objectId_links; method and path verified in openapi.yaml; permission confirmed via traceability FR-150.
wave-b.csv:1013,AC-2335,AC,MOD-013,Stable error handling for FR-151,resolved,DELETE_api_v1_objects_objectId_links_linkId,DELETE,/api/v1/objects/{objectId}/links/{linkId},ObjectLink.Delete,Task.Application.MOD-013.DELETE_api_v1_objects_objectId_links_linkIdHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1013 Source='OpenAPI `DELETE_api_v1_objects_objectId_links_linkId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId DELETE_api_v1_objects_objectId_links_linkId = DELETE /api/v1/objects/{objectId}/links/{linkId}; traceability 4.5 FR-151 Permission=ObjectLink.Delete,Source field of the matrix row confirms operationId DELETE_api_v1_objects_objectId_links_linkId; method and path verified in openapi.yaml; permission confirmed via traceability FR-151.
