Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
AC-218,AC,MOD-005,Задачи,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,POST_api_v1_tasks_bulk_transition,POST /api/v1/tasks/bulk-transition,Task.ChangeStatus,OrganizerController.POST_api_v1_tasks_bulk_transition,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-033 Массовая смена статуса,,Lifecycle/integration,High,OpenAPI `POST_api_v1_tasks_bulk_transition`; Stage_3_Field_Traceability_Final_3.5.csv
AC-219,AC,MOD-005,Задачи,Happy path: Переместить задачу в корзину,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Contract/integration,Critical,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-220,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Переместить задачу в корзину не выполняется и данные не раскрываются,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-221,AC,MOD-005,Задачи,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Security/session,Critical,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-222,AC,MOD-005,Задачи,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Concurrency/integration,Critical,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-223,AC,MOD-005,Задачи,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Переместить задачу в корзину не ставится в offline queue,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Desktop/resilience,Critical,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-224,AC,MOD-005,Задачи,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,,Lifecycle/integration,High,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-225,AC,MOD-005,Задачи,Happy path: Получить задачу,GET_api_v1_tasks_id,GET /api/v1/tasks/{id},Task.Read,OrganizerController.GET_api_v1_tasks_id,"SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Contract/integration,High,OpenAPI `GET_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-226,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Получить задачу не выполняется и данные не раскрываются,GET_api_v1_tasks_id,GET /api/v1/tasks/{id},Task.Read,OrganizerController.GET_api_v1_tasks_id,"SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/authorization,Critical,OpenAPI `GET_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-227,AC,MOD-005,Задачи,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_tasks_id,GET /api/v1/tasks/{id},Task.Read,OrganizerController.GET_api_v1_tasks_id,"SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/session,Critical,OpenAPI `GET_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-228,AC,MOD-005,Задачи,Happy path: Изменить задачу,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Contract/integration,Critical,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-229,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить задачу не выполняется и данные не раскрываются,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-230,AC,MOD-005,Задачи,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/session,Critical,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-231,AC,MOD-005,Задачи,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Contract/UI,High,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-232,AC,MOD-005,Задачи,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Concurrency/integration,Critical,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-233,AC,MOD-005,Задачи,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить задачу не ставится в offline queue,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Desktop/resilience,Critical,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-234,AC,MOD-005,Задачи,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Lifecycle/integration,High,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-235,AC,MOD-005,Задачи,[Archived (Stage 3.5 State Matrix)] Happy path: Архивировать задачу,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Contract/integration,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-236,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Archived (Stage 3.5 State Matrix)] Permission denied: Архивировать задачу не выполняется и данные не раскрываются,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Security/authorization,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-237,AC,MOD-005,Задачи,[Archived (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Security/session,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-238,AC,MOD-005,Задачи,[STATE-007/Archived (Stage 3.5 State Matrix)] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Contract/UI,High,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-239,AC,MOD-005,Задачи,[STATE-014/Archived (Stage 3.5 State Matrix)/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-240,AC,MOD-005,Задачи,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Архивировать задачу не ставится в offline queue,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-241,AC,MOD-005,Задачи,[Archived (Stage 3.5 State Matrix)/Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Integration,Critical,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-242,AC,MOD-005,Задачи,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,,Lifecycle/integration,High,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
AC-243,AC,MOD-005,Задачи,Happy path: Заменить исполнителей,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Contract/integration,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-244,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Заменить исполнителей не выполняется и данные не раскрываются,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Security/authorization,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-245,AC,MOD-005,Задачи,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Security/session,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-246,AC,MOD-005,Задачи,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Contract/UI,High,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-247,AC,MOD-005,Задачи,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Concurrency/integration,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-248,AC,MOD-005,Задачи,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Заменить исполнителей не ставится в offline queue,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Desktop/resilience,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-249,AC,MOD-005,Задачи,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Integration,Critical,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-250,AC,MOD-005,Задачи,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,,Lifecycle/integration,High,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
AC-251,AC,MOD-005,Задачи,Happy path: Добавить зависимость,POST_api_v1_tasks_id_dependencies,POST /api/v1/tasks/{id}/dependencies,Task.Update,OrganizerController.POST_api_v1_tasks_id_dependencies,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Contract/integration,Critical,OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv
AC-252,AC,MOD-005,Задачи,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Добавить зависимость не выполняется и данные не раскрываются,POST_api_v1_tasks_id_dependencies,POST /api/v1/tasks/{id}/dependencies,Task.Update,OrganizerController.POST_api_v1_tasks_id_dependencies,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/authorization,Critical,OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv
AC-253,AC,MOD-005,Задачи,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_tasks_id_dependencies,POST /api/v1/tasks/{id}/dependencies,Task.Update,OrganizerController.POST_api_v1_tasks_id_dependencies,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Security/session,Critical,OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv
AC-254,AC,MOD-005,Задачи,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_tasks_id_dependencies,POST /api/v1/tasks/{id}/dependencies,Task.Update,OrganizerController.POST_api_v1_tasks_id_dependencies,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,,Contract/UI,High,OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv
