Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
AC-1859,AC,MOD-011,Файловый каталог,Stable error handling for FR-097,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `GET_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-1880,AC,MOD-011,Файловый каталог,Read outage behavior for FR-097,GET_api_v1_sync_changes; POST_api_v1_sync_bootstrap; POST_api_v1_sync_ack,GET /api/v1/sync/changes; POST /api/v1/sync/bootstrap; POST /api/v1/sync/ack,—,OrganizerController.GET_api_v1_sync_changes; OrganizerController.POST_api_v1_sync_bootstrap; OrganizerController.POST_api_v1_sync_ack,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Desktop/resilience,High,OpenAPI `GET_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement SYNC-011
AC-1901,AC,MOD-011,Файловый каталог,Audit evidence for FR-097,— (domain command + audit/history endpoints),—,—,— (domain handlers + audit pipeline),SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Audit/security,Critical,OpenAPI `GET_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011
AC-2023,AC,MOD-011,Файловый каталог,Permission denial for FR-098,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2024,AC,MOD-011,Файловый каталог,Permission denial for FR-099,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2025,AC,MOD-011,Файловый каталог,Permission denial for FR-100,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `GET_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2026,AC,MOD-011,Файловый каталог,Permission denial for FR-101,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2027,AC,MOD-011,Файловый каталог,Permission denial for FR-102,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2028,AC,MOD-011,Файловый каталог,Permission denial for FR-103,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `GET_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2029,AC,MOD-011,Файловый каталог,Permission denial for FR-104,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2030,AC,MOD-011,Файловый каталог,Permission denial for FR-105,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2031,AC,MOD-011,Файловый каталог,Permission denial for FR-106,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2032,AC,MOD-011,Файловый каталог,Permission denial for FR-107,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_move`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2033,AC,MOD-011,Файловый каталог,Permission denial for FR-108,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_resolve_location`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2034,AC,MOD-011,Файловый каталог,Permission denial for FR-109,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2035,AC,MOD-011,Файловый каталог,Permission denial for FR-110,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_catalog_items_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2036,AC,MOD-011,Файловый каталог,Permission denial for FR-111,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `GET_api_v1_catalog_tree`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2037,AC,MOD-011,Файловый каталог,Permission denial for FR-112,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,OpenAPI `POST_api_v1_file_locations_id_check_result`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-011
AC-2038,AC,MOD-011,Файловый каталог,Permission denial for FR-256,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement PERM-011
AC-2039,AC,MOD-011,Файловый каталог,Permission denial for FR-257,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Security/authorization,Critical,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement PERM-011
AC-2281,AC,MOD-011,Файловый каталог,Stable error handling for FR-098,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2282,AC,MOD-011,Файловый каталог,Stable error handling for FR-099,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `DELETE_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2283,AC,MOD-011,Файловый каталог,Stable error handling for FR-100,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `GET_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2284,AC,MOD-011,Файловый каталог,Stable error handling for FR-101,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `PATCH_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2285,AC,MOD-011,Файловый каталог,Stable error handling for FR-102,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2286,AC,MOD-011,Файловый каталог,Stable error handling for FR-103,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `GET_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2287,AC,MOD-011,Файловый каталог,Stable error handling for FR-104,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2288,AC,MOD-011,Файловый каталог,Stable error handling for FR-105,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `DELETE_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2289,AC,MOD-011,Файловый каталог,Stable error handling for FR-106,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `PATCH_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2290,AC,MOD-011,Файловый каталог,Stable error handling for FR-107,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_move`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2291,AC,MOD-011,Файловый каталог,Stable error handling for FR-108,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_resolve_location`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2292,AC,MOD-011,Файловый каталог,Stable error handling for FR-109,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2293,AC,MOD-011,Файловый каталог,Stable error handling for FR-110,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_catalog_items_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2294,AC,MOD-011,Файловый каталог,Stable error handling for FR-111,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `GET_api_v1_catalog_tree`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2295,AC,MOD-011,Файловый каталог,Stable error handling for FR-112,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,OpenAPI `POST_api_v1_file_locations_id_check_result`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011
AC-2296,AC,MOD-011,Файловый каталог,Stable error handling for FR-256,— (операции модуля),—,—,—,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,,Error handling,High,Stage 3.5 UX Architecture/Decision Log; cross-cutting requirement ERR-011
