Wave,Source row,Requirement,Type,Module,Module name,Requirement title,API status,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source,Disposition reason,Gap reference
B,wave-b.csv:618,AC-797,AC,MOD-012,Контакты и компании,Happy path: Создать контакт,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Contract/integration,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:619,AC-798,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Создать контакт не выполняется и данные не раскрываются,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:620,AC-799,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:621,AC-800,AC,MOD-012,Контакты и компании,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Contract/UI,High,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:622,AC-801,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:623,AC-802,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Создать контакт не ставится в offline queue,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:624,AC-803,AC,MOD-012,Контакты и компании,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,POST_api_v1_contacts,POST /api/v1/contacts,Contact.Create,OrganizerController.POST_api_v1_contacts,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Integration,Critical,OpenAPI `POST_api_v1_contacts`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:625,AC-804,AC,MOD-012,Контакты и компании,Happy path: Переместить контакт в корзину,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Contract/integration,Critical,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:626,AC-805,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Переместить контакт в корзину не выполняется и данные не раскрываются,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:627,AC-806,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Security/session,Critical,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:628,AC-807,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Concurrency/integration,Critical,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:629,AC-808,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Переместить контакт в корзину не ставится в offline queue,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Desktop/resilience,Critical,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:630,AC-809,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,DELETE_api_v1_contacts_id,DELETE /api/v1/contacts/{id},Contact.Delete,OrganizerController.DELETE_api_v1_contacts_id,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-027 Перемещение в корзину,,Lifecycle/integration,High,OpenAPI `DELETE_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:631,AC-810,AC,MOD-012,Контакты и компании,Happy path: Получить контакт,api,GET_api_v1_contacts_id,GET /api/v1/contacts/{id},Contact.Read,OrganizerController.GET_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Contract/integration,High,OpenAPI `GET_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:632,AC-811,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Получить контакт не выполняется и данные не раскрываются,api,GET_api_v1_contacts_id,GET /api/v1/contacts/{id},Contact.Read,OrganizerController.GET_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `GET_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:633,AC-812,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,GET_api_v1_contacts_id,GET /api/v1/contacts/{id},Contact.Read,OrganizerController.GET_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `GET_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:634,AC-813,AC,MOD-012,Контакты и компании,Happy path: Изменить контакт,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Contract/integration,Critical,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:635,AC-814,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Изменить контакт не выполняется и данные не раскрываются,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:636,AC-815,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:637,AC-816,AC,MOD-012,Контакты и компании,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Contract/UI,High,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:638,AC-817,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Concurrency/integration,Critical,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:639,AC-818,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Изменить контакт не ставится в offline queue,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Desktop/resilience,Critical,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:640,AC-819,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,PATCH_api_v1_contacts_id,PATCH /api/v1/contacts/{id},Contact.Update,OrganizerController.PATCH_api_v1_contacts_id,SCR-112 Редактор контакта,FLOW-018 Создание контакта,,Lifecycle/integration,High,OpenAPI `PATCH_api_v1_contacts_id`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:641,AC-820,AC,MOD-012,Контакты и компании,Happy path: Добавить адрес,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/integration,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:642,AC-821,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Добавить адрес не выполняется и данные не раскрываются,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:643,AC-822,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:644,AC-823,AC,MOD-012,Контакты и компании,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/UI,High,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:645,AC-824,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:646,AC-825,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Добавить адрес не ставится в offline queue,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:647,AC-826,AC,MOD-012,Контакты и компании,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Integration,Critical,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:648,AC-827,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,POST_api_v1_contacts_id_addresses,POST /api/v1/contacts/{id}/addresses,Contact.Update,OrganizerController.POST_api_v1_contacts_id_addresses,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Lifecycle/integration,High,OpenAPI `POST_api_v1_contacts_id_addresses`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:649,AC-828,AC,MOD-012,Контакты и компании,[Archived (Stage 3.5 State Matrix)] Happy path: Архивировать контакт,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Contract/integration,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:650,AC-829,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Archived (Stage 3.5 State Matrix)] Permission denied: Архивировать контакт не выполняется и данные не раскрываются,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Security/authorization,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:651,AC-830,AC,MOD-012,Контакты и компании,[Archived (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Security/session,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:652,AC-831,AC,MOD-012,Контакты и компании,[STATE-007/Archived (Stage 3.5 State Matrix)] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Contract/UI,High,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:653,AC-832,AC,MOD-012,Контакты и компании,[STATE-014/Archived (Stage 3.5 State Matrix)/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:654,AC-833,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Архивировать контакт не ставится в offline queue,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:655,AC-834,AC,MOD-012,Контакты и компании,[Archived (Stage 3.5 State Matrix)/Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Integration,Critical,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:656,AC-835,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,POST_api_v1_contacts_id_archive,POST /api/v1/contacts/{id}/archive,Contact.Update,OrganizerController.POST_api_v1_contacts_id_archive,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-026 Архивирование,,Lifecycle/integration,High,OpenAPI `POST_api_v1_contacts_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:657,AC-836,AC,MOD-012,Контакты и компании,Happy path: Добавить средство связи,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/integration,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:658,AC-837,AC,MOD-012,Контакты и компании,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Добавить средство связи не выполняется и данные не раскрываются,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/authorization,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:659,AC-838,AC,MOD-012,Контакты и компании,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Security/session,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:660,AC-839,AC,MOD-012,Контакты и компании,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Contract/UI,High,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:661,AC-840,AC,MOD-012,Контакты и компании,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая If-Match не приводит к overwrite,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:662,AC-841,AC,MOD-012,Контакты и компании,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Добавить средство связи не ставится в offline queue,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:663,AC-842,AC,MOD-012,Контакты и компании,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Integration,Critical,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
B,wave-b.csv:664,AC-843,AC,MOD-012,Контакты и компании,[Trashed (Stage 3.5 State Matrix)] Удалённый объект: команда не применяется к trashed target и не создаёт новый объект,api,POST_api_v1_contacts_id_channels,POST /api/v1/contacts/{id}/channels,Contact.Update,OrganizerController.POST_api_v1_contacts_id_channels,SCR-115 Каналы связи и адреса,FLOW-018 Создание контакта,,Lifecycle/integration,High,OpenAPI `POST_api_v1_contacts_id_channels`; Stage_3_Field_Traceability_Final_3.5.csv,,
