"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:931","AC-1535","AC","MOD-007","[STATE-007] Field contract: RecurrenceScopedChange.patch respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_recurrence_series_id_apply_change","POST_api_v1_recurrence_series_id_apply_change","POST","/api/v1/recurrence-series/{id}/apply-change","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_apply_changeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Boundary/contract UI","implementation_matrix.csv wave-a.csv:931 Source='dto_field_catalog.csv:RecurrenceScopedChange.patch; openapi.yaml operation POST_api_v1_recurrence_series_id_apply_change'; openapi.yaml operationId POST_api_v1_recurrence_series_id_apply_change = POST /api/v1/recurrence-series/{id}/apply-change; traceability 4.5 FR-057 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_apply_change; method and path verified in openapi.yaml; permission confirmed via traceability FR-057."
"wave-a.csv:932","AC-1536","AC","MOD-007","[STATE-007] Field contract: RecurrenceScopedChange.scope respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_recurrence_series_id_apply_change","POST_api_v1_recurrence_series_id_apply_change","POST","/api/v1/recurrence-series/{id}/apply-change","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_apply_changeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Boundary/contract UI","implementation_matrix.csv wave-a.csv:932 Source='dto_field_catalog.csv:RecurrenceScopedChange.scope; openapi.yaml operation POST_api_v1_recurrence_series_id_apply_change'; openapi.yaml operationId POST_api_v1_recurrence_series_id_apply_change = POST /api/v1/recurrence-series/{id}/apply-change; traceability 4.5 FR-057 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_apply_change; method and path verified in openapi.yaml; permission confirmed via traceability FR-057."
"wave-a.csv:933","AC-1537","AC","MOD-007","[STATE-007] Field contract: RecurrenceSeriesCreate.frequency respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_recurrence_series","POST_api_v1_recurrence_series","POST","/api/v1/recurrence-series","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Boundary/contract UI","implementation_matrix.csv wave-a.csv:933 Source='dto_field_catalog.csv:RecurrenceSeriesCreate.frequency; openapi.yaml operation POST_api_v1_recurrence_series'; openapi.yaml operationId POST_api_v1_recurrence_series = POST /api/v1/recurrence-series; traceability 4.5 FR-053 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-053."
"wave-a.csv:934","AC-1538","AC","MOD-007","[STATE-007] Field contract: RecurrenceSeriesCreate.interval respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_recurrence_series","POST_api_v1_recurrence_series","POST","/api/v1/recurrence-series","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Boundary/contract UI","implementation_matrix.csv wave-a.csv:934 Source='dto_field_catalog.csv:RecurrenceSeriesCreate.interval; openapi.yaml operation POST_api_v1_recurrence_series'; openapi.yaml operationId POST_api_v1_recurrence_series = POST /api/v1/recurrence-series; traceability 4.5 FR-053 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-053."
"wave-a.csv:935","AC-1834","AC","MOD-007","Permission denial for FR-052","resolved","single-operation","GET_api_v1_recurrence_series","GET_api_v1_recurrence_series","GET","/api/v1/recurrence-series","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:935 Source='OpenAPI `GET_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId GET_api_v1_recurrence_series = GET /api/v1/recurrence-series; traceability 4.5 FR-052 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-052."
"wave-a.csv:936","AC-1855","AC","MOD-007","Stable error handling for FR-052","resolved","single-operation","GET_api_v1_recurrence_series","GET_api_v1_recurrence_series","GET","/api/v1/recurrence-series","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:936 Source='OpenAPI `GET_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId GET_api_v1_recurrence_series = GET /api/v1/recurrence-series; traceability 4.5 FR-052 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-052."
"wave-a.csv:938","AC-1897","AC","MOD-007","Audit evidence for FR-052","resolved","single-operation","GET_api_v1_recurrence_series","GET_api_v1_recurrence_series","GET","/api/v1/recurrence-series","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:938 Source='OpenAPI `GET_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId GET_api_v1_recurrence_series = GET /api/v1/recurrence-series; traceability 4.5 FR-052 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-052."
"wave-a.csv:939","AC-1978","AC","MOD-007","Permission denial for FR-053","resolved","single-operation","POST_api_v1_recurrence_series","POST_api_v1_recurrence_series","POST","/api/v1/recurrence-series","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:939 Source='OpenAPI `POST_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series = POST /api/v1/recurrence-series; traceability 4.5 FR-053 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-053."
"wave-a.csv:940","AC-1979","AC","MOD-007","Permission denial for FR-054","resolved","single-operation","DELETE_api_v1_recurrence_series_id","DELETE_api_v1_recurrence_series_id","DELETE","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.DELETE_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:940 Source='OpenAPI `DELETE_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId DELETE_api_v1_recurrence_series_id = DELETE /api/v1/recurrence-series/{id}; traceability 4.5 FR-054 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId DELETE_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-054."
"wave-a.csv:941","AC-1980","AC","MOD-007","Permission denial for FR-055","resolved","single-operation","GET_api_v1_recurrence_series_id","GET_api_v1_recurrence_series_id","GET","/api/v1/recurrence-series/{id}","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:941 Source='OpenAPI `GET_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId GET_api_v1_recurrence_series_id = GET /api/v1/recurrence-series/{id}; traceability 4.5 FR-055 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-055."
"wave-a.csv:942","AC-1981","AC","MOD-007","Permission denial for FR-056","resolved","single-operation","PATCH_api_v1_recurrence_series_id","PATCH_api_v1_recurrence_series_id","PATCH","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.PATCH_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:942 Source='OpenAPI `PATCH_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId PATCH_api_v1_recurrence_series_id = PATCH /api/v1/recurrence-series/{id}; traceability 4.5 FR-056 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId PATCH_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-056."
"wave-a.csv:943","AC-1982","AC","MOD-007","Permission denial for FR-057","resolved","single-operation","POST_api_v1_recurrence_series_id_apply_change","POST_api_v1_recurrence_series_id_apply_change","POST","/api/v1/recurrence-series/{id}/apply-change","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_apply_changeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:943 Source='OpenAPI `POST_api_v1_recurrence_series_id_apply_change`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_apply_change = POST /api/v1/recurrence-series/{id}/apply-change; traceability 4.5 FR-057 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_apply_change; method and path verified in openapi.yaml; permission confirmed via traceability FR-057."
"wave-a.csv:944","AC-1983","AC","MOD-007","Permission denial for FR-058","resolved","single-operation","POST_api_v1_recurrence_series_id_generate","POST_api_v1_recurrence_series_id_generate","POST","/api/v1/recurrence-series/{id}/generate","System.JobRun","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_generateHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:944 Source='OpenAPI `POST_api_v1_recurrence_series_id_generate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_generate = POST /api/v1/recurrence-series/{id}/generate; traceability 4.5 FR-058 Permission=System.JobRun","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_generate; method and path verified in openapi.yaml; permission confirmed via traceability FR-058."
"wave-a.csv:945","AC-1984","AC","MOD-007","Permission denial for FR-059","resolved","single-operation","POST_api_v1_recurrence_series_id_preview","POST_api_v1_recurrence_series_id_preview","POST","/api/v1/recurrence-series/{id}/preview","Task.Read","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_previewHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:945 Source='OpenAPI `POST_api_v1_recurrence_series_id_preview`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_preview = POST /api/v1/recurrence-series/{id}/preview; traceability 4.5 FR-059 Permission=Task.Read","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_preview; method and path verified in openapi.yaml; permission confirmed via traceability FR-059."
"wave-a.csv:946","AC-1985","AC","MOD-007","Permission denial for FR-060","resolved","single-operation","POST_api_v1_recurrence_series_id_resume","POST_api_v1_recurrence_series_id_resume","POST","/api/v1/recurrence-series/{id}/resume","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_resumeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:946 Source='OpenAPI `POST_api_v1_recurrence_series_id_resume`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_resume = POST /api/v1/recurrence-series/{id}/resume; traceability 4.5 FR-060 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_resume; method and path verified in openapi.yaml; permission confirmed via traceability FR-060."
"wave-a.csv:947","AC-1986","AC","MOD-007","Permission denial for FR-061","resolved","single-operation","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST","/api/v1/recurrence-series/{id}/skip/{occurrenceKey}","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_skip_occurrenceKeyHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:947 Source='OpenAPI `POST_api_v1_recurrence_series_id_skip_occurrenceKey`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement PERM-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey = POST /api/v1/recurrence-series/{id}/skip/{occurrenceKey}; traceability 4.5 FR-061 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey; method and path verified in openapi.yaml; permission confirmed via traceability FR-061."
"wave-a.csv:948","AC-1987","AC","MOD-007","Permission denial for FR-252","unresolved","unresolved","","","","","","","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Security/authorization","implementation_matrix.csv wave-a.csv:948 title='Permission denial for FR-252'; traceability 4.5 FR-252 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:949","AC-2236","AC","MOD-007","Stable error handling for FR-053","resolved","single-operation","POST_api_v1_recurrence_series","POST_api_v1_recurrence_series","POST","/api/v1/recurrence-series","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:949 Source='OpenAPI `POST_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series = POST /api/v1/recurrence-series; traceability 4.5 FR-053 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-053."
"wave-a.csv:950","AC-2237","AC","MOD-007","Stable error handling for FR-054","resolved","single-operation","DELETE_api_v1_recurrence_series_id","DELETE_api_v1_recurrence_series_id","DELETE","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.DELETE_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:950 Source='OpenAPI `DELETE_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId DELETE_api_v1_recurrence_series_id = DELETE /api/v1/recurrence-series/{id}; traceability 4.5 FR-054 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId DELETE_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-054."
"wave-a.csv:951","AC-2238","AC","MOD-007","Stable error handling for FR-055","resolved","single-operation","GET_api_v1_recurrence_series_id","GET_api_v1_recurrence_series_id","GET","/api/v1/recurrence-series/{id}","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:951 Source='OpenAPI `GET_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId GET_api_v1_recurrence_series_id = GET /api/v1/recurrence-series/{id}; traceability 4.5 FR-055 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-055."
"wave-a.csv:952","AC-2239","AC","MOD-007","Stable error handling for FR-056","resolved","single-operation","PATCH_api_v1_recurrence_series_id","PATCH_api_v1_recurrence_series_id","PATCH","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.PATCH_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:952 Source='OpenAPI `PATCH_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId PATCH_api_v1_recurrence_series_id = PATCH /api/v1/recurrence-series/{id}; traceability 4.5 FR-056 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId PATCH_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-056."
"wave-a.csv:953","AC-2240","AC","MOD-007","Stable error handling for FR-057","resolved","single-operation","POST_api_v1_recurrence_series_id_apply_change","POST_api_v1_recurrence_series_id_apply_change","POST","/api/v1/recurrence-series/{id}/apply-change","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_apply_changeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:953 Source='OpenAPI `POST_api_v1_recurrence_series_id_apply_change`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_apply_change = POST /api/v1/recurrence-series/{id}/apply-change; traceability 4.5 FR-057 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_apply_change; method and path verified in openapi.yaml; permission confirmed via traceability FR-057."
"wave-a.csv:954","AC-2241","AC","MOD-007","Stable error handling for FR-058","resolved","single-operation","POST_api_v1_recurrence_series_id_generate","POST_api_v1_recurrence_series_id_generate","POST","/api/v1/recurrence-series/{id}/generate","System.JobRun","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_generateHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:954 Source='OpenAPI `POST_api_v1_recurrence_series_id_generate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_generate = POST /api/v1/recurrence-series/{id}/generate; traceability 4.5 FR-058 Permission=System.JobRun","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_generate; method and path verified in openapi.yaml; permission confirmed via traceability FR-058."
"wave-a.csv:955","AC-2242","AC","MOD-007","Stable error handling for FR-059","resolved","single-operation","POST_api_v1_recurrence_series_id_preview","POST_api_v1_recurrence_series_id_preview","POST","/api/v1/recurrence-series/{id}/preview","Task.Read","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_previewHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:955 Source='OpenAPI `POST_api_v1_recurrence_series_id_preview`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_preview = POST /api/v1/recurrence-series/{id}/preview; traceability 4.5 FR-059 Permission=Task.Read","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_preview; method and path verified in openapi.yaml; permission confirmed via traceability FR-059."
"wave-a.csv:956","AC-2243","AC","MOD-007","Stable error handling for FR-060","resolved","single-operation","POST_api_v1_recurrence_series_id_resume","POST_api_v1_recurrence_series_id_resume","POST","/api/v1/recurrence-series/{id}/resume","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_resumeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:956 Source='OpenAPI `POST_api_v1_recurrence_series_id_resume`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_resume = POST /api/v1/recurrence-series/{id}/resume; traceability 4.5 FR-060 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_resume; method and path verified in openapi.yaml; permission confirmed via traceability FR-060."
"wave-a.csv:957","AC-2244","AC","MOD-007","Stable error handling for FR-061","resolved","single-operation","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST","/api/v1/recurrence-series/{id}/skip/{occurrenceKey}","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_skip_occurrenceKeyHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:957 Source='OpenAPI `POST_api_v1_recurrence_series_id_skip_occurrenceKey`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey = POST /api/v1/recurrence-series/{id}/skip/{occurrenceKey}; traceability 4.5 FR-061 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey; method and path verified in openapi.yaml; permission confirmed via traceability FR-061."
"wave-a.csv:958","AC-2245","AC","MOD-007","Stable error handling for FR-252","unresolved","unresolved","","","","","","","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Error handling","implementation_matrix.csv wave-a.csv:958 title='Stable error handling for FR-252'; traceability 4.5 FR-252 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:969","AC-2752","AC","MOD-007","Audit evidence for FR-053","resolved","single-operation","POST_api_v1_recurrence_series","POST_api_v1_recurrence_series","POST","/api/v1/recurrence-series","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_seriesHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:969 Source='OpenAPI `POST_api_v1_recurrence_series`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series = POST /api/v1/recurrence-series; traceability 4.5 FR-053 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series; method and path verified in openapi.yaml; permission confirmed via traceability FR-053."
"wave-a.csv:970","AC-2753","AC","MOD-007","Audit evidence for FR-054","resolved","single-operation","DELETE_api_v1_recurrence_series_id","DELETE_api_v1_recurrence_series_id","DELETE","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.DELETE_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:970 Source='OpenAPI `DELETE_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId DELETE_api_v1_recurrence_series_id = DELETE /api/v1/recurrence-series/{id}; traceability 4.5 FR-054 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId DELETE_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-054."
"wave-a.csv:971","AC-2754","AC","MOD-007","Audit evidence for FR-055","resolved","single-operation","GET_api_v1_recurrence_series_id","GET_api_v1_recurrence_series_id","GET","/api/v1/recurrence-series/{id}","Task.Read","Task.Application.MOD-007.GET_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:971 Source='OpenAPI `GET_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId GET_api_v1_recurrence_series_id = GET /api/v1/recurrence-series/{id}; traceability 4.5 FR-055 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-055."
