"SCR ID","Module","Surface name","Priority","Inventory status","Evidence status","Evidence source","Evidence scope","Browser status","Remaining acceptance","Gate 5.3"
"SCR-188","Admin","Maintenance / restore plan","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
"SCR-200","Shared","Общий detail pane","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-201","Shared","Общая история объекта","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-202","Shared","Общие comments","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-203","Shared","Связи и tags","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-204","Shared","Почему действие недоступно","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-205","Shared","Connection status","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-207","Shared","Общее context menu","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-208","Shared","Общее подтверждение","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-209","Shared","Детали ошибки / background operation","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-213","Shared","Общая multi-select panel","P0","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
