Entity ID,Type,Module,Parent IDs,Direct FR,Parent exists,Source present,Given,When,Then,Vague terms,Status,Notes
AC-210,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-211,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-212,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-213,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-214,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-215,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-216,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-217,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-218,AC,MOD-005,FR-028,FR-028,True,True,True,True,True,,Pass,
AC-219,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-220,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-221,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-222,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-223,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-224,AC,MOD-005,FR-029,FR-029,True,True,True,True,True,,Pass,
AC-225,AC,MOD-005,FR-030,FR-030,True,True,False,False,False,,Finding,
AC-226,AC,MOD-005,FR-030,FR-030,True,True,True,True,True,,Pass,
AC-227,AC,MOD-005,FR-030,FR-030,True,True,True,True,True,,Pass,
AC-228,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-229,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-230,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-231,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-232,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-233,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-234,AC,MOD-005,FR-031,FR-031,True,True,True,True,True,,Pass,
AC-235,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-236,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-237,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-238,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-239,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-240,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-241,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-242,AC,MOD-005,FR-032,FR-032,True,True,True,True,True,,Pass,
AC-243,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-244,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-245,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-246,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-247,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-248,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-249,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-250,AC,MOD-005,FR-033,FR-033,True,True,True,True,True,,Pass,
AC-251,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-252,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-253,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-254,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-255,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-256,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-257,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-258,AC,MOD-005,FR-034,FR-034,True,True,True,True,True,,Pass,
AC-259,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-260,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-261,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-262,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-263,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-264,AC,MOD-005,FR-035,FR-035,True,True,True,True,True,,Pass,
AC-265,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-266,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-267,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-268,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-269,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-270,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-271,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-272,AC,MOD-005,FR-036,FR-036,True,True,True,True,True,,Pass,
AC-273,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-274,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-275,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-276,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-277,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-278,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-279,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-280,AC,MOD-005,FR-037,FR-037,True,True,True,True,True,,Pass,
AC-281,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-282,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-283,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-284,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-285,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-286,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-287,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-288,AC,MOD-005,FR-038,FR-038,True,True,True,True,True,,Pass,
AC-289,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-290,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-291,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-292,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-293,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-294,AC,MOD-005,FR-039,FR-039,True,True,True,True,True,,Pass,
AC-295,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-296,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-297,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-298,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-299,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-300,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-301,AC,MOD-005,FR-040,FR-040,True,True,True,True,True,,Pass,
AC-302,AC,MOD-006,FR-041,FR-041,True,True,False,False,False,,Finding,
AC-303,AC,MOD-006,FR-041,FR-041,True,True,True,True,True,,Pass,
AC-304,AC,MOD-006,FR-041,FR-041,True,True,True,True,True,,Pass,
AC-305,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-306,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-307,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-308,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-309,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-310,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-311,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-312,AC,MOD-006,FR-042,FR-042,True,True,True,True,True,,Pass,
AC-313,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-314,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-315,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-316,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-317,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-318,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-319,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-320,AC,MOD-006,FR-043,FR-043,True,True,True,True,True,,Pass,
AC-321,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-322,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-323,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-324,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-325,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-326,AC,MOD-006,FR-044,FR-044,True,True,True,True,True,,Pass,
AC-327,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-328,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-329,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-330,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-331,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-332,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-333,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-334,AC,MOD-006,FR-045,FR-045,True,True,True,True,True,,Pass,
AC-335,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-336,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-337,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-338,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-339,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-340,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-341,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-342,AC,MOD-006,FR-046,FR-046,True,True,True,True,True,,Pass,
AC-343,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-344,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-345,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-346,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-347,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-348,AC,MOD-006,FR-047,FR-047,True,True,True,True,True,,Pass,
AC-349,AC,MOD-006,FR-048,FR-048,True,True,False,False,False,,Finding,
AC-350,AC,MOD-006,FR-048,FR-048,True,True,True,True,True,,Pass,
AC-351,AC,MOD-006,FR-048,FR-048,True,True,True,True,True,,Pass,
AC-352,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-353,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-354,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-355,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-356,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-357,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-358,AC,MOD-006,FR-049,FR-049,True,True,True,True,True,,Pass,
AC-359,AC,MOD-006,FR-050,FR-050,True,True,False,False,False,,Finding,
AC-360,AC,MOD-006,FR-050,FR-050,True,True,True,True,True,,Pass,
AC-361,AC,MOD-006,FR-050,FR-050,True,True,True,True,True,,Pass,
AC-362,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-363,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-364,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-365,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-366,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-367,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-368,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-369,AC,MOD-006,FR-051,FR-051,True,True,True,True,True,,Pass,
AC-370,AC,MOD-007,FR-052,FR-052,True,True,False,False,False,,Finding,
AC-371,AC,MOD-007,FR-052,FR-052,True,True,True,True,True,,Pass,
AC-372,AC,MOD-007,FR-052,FR-052,True,True,True,True,True,,Pass,
AC-373,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-374,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-375,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-376,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-377,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-378,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-379,AC,MOD-007,FR-053,FR-053,True,True,True,True,True,,Pass,
AC-380,AC,MOD-007,FR-054,FR-054,True,True,True,True,True,,Pass,
AC-381,AC,MOD-007,FR-054,FR-054,True,True,True,True,True,,Pass,
AC-382,AC,MOD-007,FR-054,FR-054,True,True,True,True,True,,Pass,
AC-383,AC,MOD-007,FR-054,FR-054,True,True,True,True,True,,Pass,
AC-384,AC,MOD-007,FR-054,FR-054,True,True,True,True,True,,Pass,
AC-385,AC,MOD-007,FR-055,FR-055,True,True,False,False,False,,Finding,
AC-386,AC,MOD-007,FR-055,FR-055,True,True,True,True,True,,Pass,
AC-387,AC,MOD-007,FR-055,FR-055,True,True,True,True,True,,Pass,
AC-388,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-389,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-390,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-391,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-392,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-393,AC,MOD-007,FR-056,FR-056,True,True,True,True,True,,Pass,
AC-394,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-395,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-396,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-397,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-398,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-399,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-400,AC,MOD-007,FR-057,FR-057,True,True,True,True,True,,Pass,
AC-401,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-402,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-403,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-404,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-405,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-406,AC,MOD-007,FR-058,FR-058,True,True,True,True,True,,Pass,
AC-407,AC,MOD-007,FR-059,FR-059,True,True,True,True,True,,Pass,
AC-408,AC,MOD-007,FR-059,FR-059,True,True,True,True,True,,Pass,
AC-409,AC,MOD-007,FR-059,FR-059,True,True,True,True,True,,Pass,
AC-410,AC,MOD-007,FR-059,FR-059,True,True,True,True,True,,Pass,
AC-411,AC,MOD-007,FR-059,FR-059,True,True,True,True,True,,Pass,
AC-412,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-413,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-414,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-415,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-416,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-417,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-418,AC,MOD-007,FR-060,FR-060,True,True,True,True,True,,Pass,
AC-419,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-420,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-421,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-422,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-423,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-424,AC,MOD-007,FR-061,FR-061,True,True,True,True,True,,Pass,
AC-425,AC,MOD-008,FR-062,FR-062,True,True,False,False,False,,Finding,
AC-426,AC,MOD-008,FR-062,FR-062,True,True,True,True,True,,Pass,
AC-427,AC,MOD-008,FR-062,FR-062,True,True,True,True,True,,Pass,
AC-428,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-429,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-430,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-431,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-432,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-433,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-434,AC,MOD-008,FR-063,FR-063,True,True,True,True,True,,Pass,
AC-435,AC,MOD-008,FR-064,FR-064,True,True,False,False,False,,Finding,
AC-436,AC,MOD-008,FR-064,FR-064,True,True,True,True,True,,Pass,
AC-437,AC,MOD-008,FR-064,FR-064,True,True,True,True,True,,Pass,
AC-438,AC,MOD-008,FR-065,FR-065,True,True,True,True,True,,Pass,
AC-439,AC,MOD-008,FR-065,FR-065,True,True,True,True,True,,Pass,
AC-440,AC,MOD-008,FR-065,FR-065,True,True,True,True,True,,Pass,
AC-441,AC,MOD-008,FR-065,FR-065,True,True,True,True,True,,Pass,
AC-442,AC,MOD-008,FR-065,FR-065,True,True,True,True,True,,Pass,
AC-443,AC,MOD-008,FR-066,FR-066,True,True,False,False,False,,Finding,
AC-444,AC,MOD-008,FR-066,FR-066,True,True,True,True,True,,Pass,
AC-445,AC,MOD-008,FR-066,FR-066,True,True,True,True,True,,Pass,
AC-446,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-447,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-448,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-449,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-450,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-451,AC,MOD-008,FR-067,FR-067,True,True,True,True,True,,Pass,
AC-452,AC,MOD-008,FR-068,FR-068,True,True,True,True,True,,Pass,
AC-453,AC,MOD-008,FR-068,FR-068,True,True,True,True,True,,Pass,
AC-454,AC,MOD-008,FR-068,FR-068,True,True,True,True,True,,Pass,
AC-455,AC,MOD-008,FR-068,FR-068,True,True,True,True,True,,Pass,
AC-456,AC,MOD-008,FR-068,FR-068,True,True,True,True,True,,Pass,
AC-457,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-458,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-459,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-460,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-461,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-462,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-463,AC,MOD-008,FR-069,FR-069,True,True,True,True,True,,Pass,
AC-464,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-465,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-466,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-467,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-468,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-469,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-470,AC,MOD-008,FR-070,FR-070,True,True,True,True,True,,Pass,
AC-471,AC,MOD-009,FR-071,FR-071,True,True,False,False,False,,Finding,
AC-472,AC,MOD-009,FR-071,FR-071,True,True,True,True,True,,Pass,
AC-473,AC,MOD-009,FR-071,FR-071,True,True,True,True,True,,Pass,
AC-474,AC,MOD-009,FR-071,FR-071,True,True,True,True,True,,Pass,
AC-475,AC,MOD-009,FR-072,FR-072,True,True,False,False,False,,Finding,
AC-476,AC,MOD-009,FR-072,FR-072,True,True,True,True,True,,Pass,
AC-477,AC,MOD-009,FR-072,FR-072,True,True,True,True,True,,Pass,
AC-478,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-479,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-480,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-481,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-482,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-483,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-484,AC,MOD-009,FR-073,FR-073,True,True,True,True,True,,Pass,
AC-485,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-486,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-487,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-488,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-489,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-490,AC,MOD-009,FR-074,FR-074,True,True,True,True,True,,Pass,
AC-491,AC,MOD-009,FR-075,FR-075,True,True,False,False,False,,Finding,
AC-492,AC,MOD-009,FR-075,FR-075,True,True,True,True,True,,Pass,
AC-493,AC,MOD-009,FR-075,FR-075,True,True,True,True,True,,Pass,
AC-494,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-495,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-496,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-497,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-498,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-499,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-500,AC,MOD-009,FR-076,FR-076,True,True,True,True,True,,Pass,
AC-501,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-502,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-503,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-504,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-505,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-506,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-507,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-508,AC,MOD-009,FR-077,FR-077,True,True,True,True,True,,Pass,
AC-509,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-510,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-511,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-512,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-513,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-514,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-515,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-516,AC,MOD-009,FR-078,FR-078,True,True,True,True,True,,Pass,
AC-517,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-518,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-519,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-520,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-521,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-522,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-523,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-524,AC,MOD-009,FR-079,FR-079,True,True,True,True,True,,Pass,
AC-525,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-526,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-527,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-528,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-529,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-530,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-531,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-532,AC,MOD-009,FR-080,FR-080,True,True,True,True,True,,Pass,
AC-533,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-534,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-535,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-536,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-537,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-538,AC,MOD-009,FR-081,FR-081,True,True,True,True,True,,Pass,
AC-539,AC,MOD-009,FR-082,FR-082,True,True,False,False,False,,Finding,
AC-540,AC,MOD-009,FR-082,FR-082,True,True,True,True,True,,Pass,
AC-541,AC,MOD-009,FR-082,FR-082,True,True,True,True,True,,Pass,
AC-542,AC,MOD-009,FR-082,FR-082,True,True,True,True,True,,Pass,
AC-543,AC,MOD-010,FR-083,FR-083,True,True,False,False,False,,Finding,
AC-544,AC,MOD-010,FR-083,FR-083,True,True,True,True,True,,Pass,
AC-545,AC,MOD-010,FR-083,FR-083,True,True,True,True,True,,Pass,
AC-546,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-547,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-548,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-549,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-550,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-551,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-552,AC,MOD-010,FR-084,FR-084,True,True,True,True,True,,Pass,
AC-553,AC,MOD-010,FR-085,FR-085,True,True,True,True,True,,Pass,
AC-554,AC,MOD-010,FR-085,FR-085,True,True,True,True,True,,Pass,
AC-555,AC,MOD-010,FR-085,FR-085,True,True,True,True,True,,Pass,
AC-556,AC,MOD-010,FR-085,FR-085,True,True,True,True,True,,Pass,
AC-557,AC,MOD-010,FR-085,FR-085,True,True,True,True,True,,Pass,
