Operation ID,Method,Path,OpenAPI line,Request,Response,Permission,HTTP codes,Idempotency,Locking,FR IDs,AC IDs,UX IDs,Permission refs valid,Stable error refs valid,Coverage status,Evidence
PATCH_api_v1_inbox_items_id,PATCH,/api/v1/inbox-items/{id},9326,InboxItemPatch,InboxItem,Inbox.ManageOwn,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-022,AC-170;AC-171;AC-172;AC-173;AC-174;AC-175;AC-176,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_inbox_items_id_convert_to_catalog_item,POST,/api/v1/inbox-items/{id}/convert-to-catalog-item,9445,InboxConvertCatalog,CatalogItem,Inbox.ManageOwn,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match inbox item,FR-023,AC-177;AC-178;AC-179;AC-180;AC-181;AC-182;AC-183;AC-184,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_inbox_items_id_convert_to_task,POST,/api/v1/inbox-items/{id}/convert-to-task,9567,InboxConvertTask,Task,Inbox.ManageOwn,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match inbox item,FR-024,AC-185;AC-186;AC-187;AC-188;AC-189;AC-190;AC-191;AC-192,FLOW-034;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_inbox_items_id_restore,POST,/api/v1/inbox-items/{id}/restore,9689,RestoreRequest,InboxItem,Inbox.ManageOwn,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-025,AC-193;AC-194;AC-195;AC-196;AC-197;AC-198;AC-199;AC-200,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_interactions,GET,/api/v1/interactions,9803,"query: filter,sort,page,cursor",Page<Interaction>,Contact.Read,"200,400,401,403",Safe,—,FR-142;FR-145,AC-907;AC-908;AC-909;AC-923;AC-924;AC-925,STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_interactions,POST,/api/v1/interactions,9894,InteractionCreate,Interaction,Interaction.Create,"201,400,401,403,409,422",Idempotency-Key,—,FR-143;FR-148,AC-910;AC-911;AC-912;AC-913;AC-914;AC-915;AC-916;AC-941;AC-942;AC-943;AC-944;AC-945;AC-946;AC-947;AC-948,FLOW-028;FLOW-037;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_interactions_id,DELETE,/api/v1/interactions/{id},9988,path:id,DeletionReceipt,Interaction.Update,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-144,AC-917;AC-918;AC-919;AC-920;AC-921;AC-922,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_interactions_id,GET,/api/v1/interactions/{id},10079,path:id,Interaction,Contact.Read,"200,401,403,404",Safe,—,FR-145,AC-923;AC-924;AC-925,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_interactions_id,PATCH,/api/v1/interactions/{id},10139,InteractionPatch,Interaction,Interaction.Update,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-146,AC-926;AC-927;AC-928;AC-929;AC-930;AC-931;AC-932,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_interactions_id_participants,PUT,/api/v1/interactions/{id}/participants,10258,InteractionParticipants,Interaction,Interaction.Update,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match,FR-147,AC-933;AC-934;AC-935;AC-936;AC-937;AC-938;AC-939;AC-940,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_interactions_id_restore,POST,/api/v1/interactions/{id}/restore,10380,RestoreRequest,Interaction,Interaction.Update,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-148,AC-941;AC-942;AC-943;AC-944;AC-945;AC-946;AC-947;AC-948,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_network_resources,GET,/api/v1/network-resources,10494,"query:status,page",Page<NetworkResource>,FileCatalog.Read,"200,401,403",Safe,—,FR-205,AC-1227;AC-1228;AC-1229,SCR-182;STATE-008;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_network_resources,POST,/api/v1/network-resources,10560,NetworkResourceCreate,NetworkResource,NetworkResource.Manage,"201,400,401,403,409,422",Idempotency-Key,—,FR-206;FR-208,AC-1230;AC-1231;AC-1232;AC-1233;AC-1234;AC-1235;AC-1236;AC-1244;AC-1245;AC-1246;AC-1247;AC-1248;AC-1249,SCR-182;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_network_resources_id,PATCH,/api/v1/network-resources/{id},10654,NetworkResourcePatch,NetworkResource,NetworkResource.Manage,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match,FR-207,AC-1237;AC-1238;AC-1239;AC-1240;AC-1241;AC-1242;AC-1243,SCR-182;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_network_resources_id_probe,POST,/api/v1/network-resources/{id}/probe,10776,ProbeRequest,ProbeResult,NetworkResource.Manage,"200,400,401,403,404,422",Idempotency-Key,—,FR-208,AC-1244;AC-1245;AC-1246;AC-1247;AC-1248;AC-1249,SCR-182;STATE-007;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_notifications,GET,/api/v1/notifications,10868,"query: filter,sort,page,cursor",Page<Notification>,Notification.ReadOwn,"200,400,401,403",Safe,—,FR-161;FR-163;FR-171,AC-1009;AC-1010;AC-1011;AC-1017;AC-1018;AC-1019;AC-1058;AC-1059;AC-1060,SCR-153;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_notifications_preferences,GET,/api/v1/notifications/preferences,10960,—,NotificationPreferences,Settings.ReadOwn,"200,401",Safe,—,FR-171,AC-1058;AC-1059;AC-1060,SCR-153;STATE-032;STATE-033;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_notifications_preferences,PUT,/api/v1/notifications/preferences,10998,NotificationPreferencesPatch,NotificationPreferences,Settings.UpdateOwn,"200,400,401,409,412,422,428",Idempotency-Key,If-Match,FR-172,AC-1061;AC-1062;AC-1063;AC-1064;AC-1065;AC-1066;AC-1067,SCR-153;STATE-007;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_notifications_read_all,POST,/api/v1/notifications/read-all,11098,ReadAllRequest,ReadAllResult,Notification.ReadOwn,"200,400,401,403",Idempotency-Key,—,FR-162,AC-1012;AC-1013;AC-1014;AC-1015;AC-1016,STATE-008;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_notifications_id,GET,/api/v1/notifications/{id},11164,path:id,Notification,Notification.ReadOwn,"200,401,403,404",Safe,—,FR-163,AC-1017;AC-1018;AC-1019,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_notifications_id_action,POST,/api/v1/notifications/{id}/action,11225,NotificationActionRequest,ActionResult,Notification.ManageOwn,"200,400,401,403,404,409,412,422,428",Idempotency-Key,target If-Match when required,FR-164,AC-1020;AC-1021;AC-1022;AC-1023;AC-1024;AC-1025;AC-1026,FLOW-020;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_notifications_id_read,POST,/api/v1/notifications/{id}/read,11347,—,Notification,Notification.ReadOwn,"200,401,403,404,409",Idempotent,If-Match optional,FR-165,AC-1027;AC-1028;AC-1029;AC-1030;AC-1031,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_objects_objectId_comments,GET,/api/v1/objects/{objectId}/comments,11425,"query: filter,sort,page,cursor",Page<Comment>,Comment.Read,"200,400,401,403",Safe,—,FR-137;FR-140,AC-881;AC-882;AC-883;AC-897;AC-898;AC-899,STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_objects_objectId_comments,POST,/api/v1/objects/{objectId}/comments,11522,CommentCreate,Comment,Comment.Create,"201,400,401,403,409,422",Idempotency-Key,—,FR-138,AC-884;AC-885;AC-886;AC-887;AC-888;AC-889;AC-890,STATE-007;STATE-008;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_objects_objectId_comments_id,DELETE,/api/v1/objects/{objectId}/comments/{id},11622,path:id,DeletionReceipt,Comment.DeleteOwnOrModerate,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-139,AC-891;AC-892;AC-893;AC-894;AC-895;AC-896,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_objects_objectId_comments_id,GET,/api/v1/objects/{objectId}/comments/{id},11719,path:id,Comment,Comment.Read,"200,401,403,404",Safe,—,FR-140,AC-897;AC-898;AC-899,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_objects_objectId_comments_id,PATCH,/api/v1/objects/{objectId}/comments/{id},11785,CommentPatch,Comment,Comment.UpdateOwnOrModerate,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-141,AC-900;AC-901;AC-902;AC-903;AC-904;AC-905;AC-906,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_objects_objectId_history,GET,/api/v1/objects/{objectId}/history,11910,"query:cursor,limit",Page<HistoryEntry>,History.Read,"200,401,403,404",Safe,—,FR-237;FR-238,AC-1388;AC-1389;AC-1390;AC-1391;AC-1392;AC-1393,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_objects_objectId_history_version,GET,/api/v1/objects/{objectId}/history/{version},11994,path:version,HistoryVersion,History.Read,"200,401,403,404",Safe,—,FR-238,AC-1391;AC-1392;AC-1393,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_objects_objectId_links,GET,/api/v1/objects/{objectId}/links,12062,"query:type,page",Page<ObjectLink>,ObjectLink.Read,"200,401,403,404",Safe,—,FR-149,AC-949;AC-950;AC-951,SCR-203;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_objects_objectId_links,POST,/api/v1/objects/{objectId}/links,12141,ObjectLinkCreate,ObjectLink,ObjectLink.Create,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match source,FR-150,AC-952;AC-953;AC-954;AC-955;AC-956;AC-957;AC-958,SCR-203;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_objects_objectId_links_linkId,DELETE,/api/v1/objects/{objectId}/links/{linkId},12263,—,204,ObjectLink.Delete,"204,401,403,404,409,412,428",Idempotent,If-Match source,FR-151,AC-959;AC-960;AC-961;AC-962;AC-963,SCR-203;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_objects_objectId_tags,PUT,/api/v1/objects/{objectId}/tags,12355,TagIds,Tag[],Tag.Assign,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match object,FR-152,AC-964;AC-965;AC-966;AC-967;AC-968;AC-969;AC-970,SCR-203;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_permissions,GET,/api/v1/permissions,12480,query:resource,Permission[],Role.Read,"200,401,403",Safe,—,FR-210,AC-1253;AC-1254;AC-1255,STATE-008;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_project_roles,GET,/api/v1/project-roles,12539,—,ProjectRole[],Project.Read,"200,401,403",Safe,—,FR-211,AC-1256;AC-1257;AC-1258,STATE-008;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_project_roles_id_permissions,PUT,/api/v1/project-roles/{id}/permissions,12590,PermissionCodes,ProjectRole,Role.Manage,"200,400,401,403,404,409,412,428",Idempotency-Key,If-Match,FR-212,AC-1259;AC-1260;AC-1261;AC-1262;AC-1263;AC-1264,SCR-071;SCR-178;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_projects,GET,/api/v1/projects,12699,"query: filter,sort,page,cursor",Page<Project>,Project.Read,"200,400,401,403",Safe,—,FR-083;FR-086;FR-089;FR-239,AC-1394;AC-1395;AC-1396;AC-543;AC-544;AC-545;AC-559;AC-560;AC-561;AC-577;AC-578;AC-579,SCR-064;SCR-070;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_projects,POST,/api/v1/projects,12790,ProjectCreate,Project,Project.Create,"201,400,401,403,409,422",Idempotency-Key,—,FR-084;FR-088;FR-090;FR-094;FR-095;FR-096,AC-546;AC-547;AC-548;AC-549;AC-550;AC-551;AC-552;AC-569;AC-570;AC-571;AC-572;AC-573;AC-574;AC-575;AC-576;AC-580;AC-581;AC-582;AC-583;AC-584;AC-585;AC-586;AC-587;AC-611;AC-612;AC-613;AC-614;AC-615;AC-616;AC-617;AC-618;AC-619;AC-620;AC-621;AC-622;AC-623;AC-624;AC-625;AC-626;AC-627;AC-628;AC-629;AC-630;AC-631;AC-632,FLOW-013;FLOW-014;FLOW-026;FLOW-028;FLOW-030;FLOW-035;SCR-064;SCR-070;SCR-072;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_projects_id,DELETE,/api/v1/projects/{id},12884,path:id,DeletionReceipt,Project.Delete,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-085;FR-091,AC-553;AC-554;AC-555;AC-556;AC-557;AC-558;AC-588;AC-589;AC-590;AC-591;AC-592;AC-593;AC-594,FLOW-014;FLOW-027;FLOW-030;SCR-064;SCR-072;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_projects_id,GET,/api/v1/projects/{id},12975,path:id,Project,Project.Read,"200,401,403,404",Safe,—,FR-086;FR-089;FR-239,AC-1394;AC-1395;AC-1396;AC-559;AC-560;AC-561;AC-577;AC-578;AC-579,SCR-064;SCR-070;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_projects_id,PATCH,/api/v1/projects/{id},13035,ProjectPatch,Project,Project.Update,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-087;FR-092,AC-562;AC-563;AC-564;AC-565;AC-566;AC-567;AC-568;AC-595;AC-596;AC-597;AC-598;AC-599;AC-600;AC-601;AC-602,FLOW-014;FLOW-030;SCR-064;SCR-070;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_projects_id_archive,POST,/api/v1/projects/{id}/archive,13154,ArchiveRequest,Project,Project.Archive,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match required,FR-088,AC-569;AC-570;AC-571;AC-572;AC-573;AC-574;AC-575;AC-576,FLOW-026;FLOW-035;SCR-072;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_projects_id_history,GET,/api/v1/projects/{id}/history,13268,"query:cursor,page",Page<HistoryEntry>,History.Read,"200,401,403,404",Safe,—,FR-239,AC-1394;AC-1395;AC-1396,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_projects_id_members,GET,/api/v1/projects/{id}/members,13351,"query:status,page",Page<ProjectMember>,Project.ManageMembers,"200,401,403,404",Safe,—,FR-089,AC-577;AC-578;AC-579,SCR-064;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_projects_id_members,POST,/api/v1/projects/{id}/members,13430,ProjectMemberCreate,ProjectMember,Project.ManageMembers,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match project,FR-090,AC-580;AC-581;AC-582;AC-583;AC-584;AC-585;AC-586;AC-587,FLOW-014;FLOW-030;SCR-064;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_projects_id_members_userId,DELETE,/api/v1/projects/{id}/members/{userId},13552,—,204,Project.ManageMembers,"204,401,403,404,409,412,422,428",Idempotent,If-Match project,FR-091,AC-588;AC-589;AC-590;AC-591;AC-592;AC-593;AC-594,FLOW-014;FLOW-030;SCR-064;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_projects_id_members_userId,PATCH,/api/v1/projects/{id}/members/{userId},13656,ProjectMemberPatch,ProjectMember,Project.ManageMembers,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match member/project,FR-092,AC-595;AC-596;AC-597;AC-598;AC-599;AC-600;AC-601;AC-602,FLOW-014;FLOW-030;SCR-064;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_projects_id_members_userId_overrides,PUT,/api/v1/projects/{id}/members/{userId}/overrides,13784,PermissionOverrides,ProjectMember,Project.ManageMembers,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match member,FR-093,AC-603;AC-604;AC-605;AC-606;AC-607;AC-608;AC-609;AC-610,SCR-071;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_projects_id_restore,POST,/api/v1/projects/{id}/restore,13912,RestoreRequest,Project,Project.Restore,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-094,AC-611;AC-612;AC-613;AC-614;AC-615;AC-616;AC-617;AC-618,FLOW-028;SCR-072;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_projects_id_transfer_ownership,POST,/api/v1/projects/{id}/transfer-ownership,14026,TransferOwnershipRequest,Project,Project.TransferOwnership,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match project,FR-095,AC-619;AC-620;AC-621;AC-622;AC-623;AC-624;AC-625;AC-626,SCR-064;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
