AC ID,Related FR,Unified integration scenario,Same behavior / parameterization,Primary owner,Explicit rationale,Result,Evidence
AC-1608,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1609,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1610,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1611,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1612,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1613,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1614,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1615,FR-098;FR-102;FR-104;FR-107;FR-108;FR-109,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemCreate.name → POST_api_v1_catalog_items → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1616,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1617,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1618,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1619,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1620,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1621,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1622,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1623,FR-101;FR-106,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemPatch.name → PATCH_api_v1_catalog_items_id → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1624,FR-098;FR-102;FR-104;FR-107;FR-108;FR-109,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemCreate.description → POST_api_v1_catalog_items → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1625,FR-101;FR-106,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemPatch.description → PATCH_api_v1_catalog_items_id → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1626,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1627,FR-098;FR-102;FR-104;FR-107;FR-108;FR-109,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemCreate.parentId → POST_api_v1_catalog_items → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1628,FR-101;FR-106,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemPatch.parentId → PATCH_api_v1_catalog_items_id → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1629,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1630,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1631,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1632,FR-097;FR-098;FR-099,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1633,FR-098;FR-102;FR-104;FR-107;FR-108;FR-109,PASS,PASS,DATA-011,PASS,PASS,Primary DATA-011; CatalogItemCreate.itemType → POST_api_v1_catalog_items → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1635,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1636,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1637,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1638,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1639,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1640,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1641,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1642,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1643,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1644,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1645,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1646,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1647,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1648,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1649,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1650,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1651,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1652,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1653,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1654,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1655,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1656,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1657,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1658,FR-113;FR-114;FR-115,PASS,PASS,DATA-012,PASS,PASS,Primary DATA-012; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1659,FR-154;FR-158,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; TagCreate.name → POST_api_v1_tags → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1661,FR-154;FR-158,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; TagCreate.description → POST_api_v1_tags → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1665,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1666,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1667,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1668,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1669,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1671,FR-143;FR-148,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; InteractionCreate.counterpartyObjectId → POST_api_v1_interactions → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1672,FR-143;FR-148,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; InteractionCreate.interactionType → POST_api_v1_interactions → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1673,FR-143;FR-148,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; InteractionCreate.occurredAt → POST_api_v1_interactions → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1674,FR-143;FR-148,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; InteractionCreate.subject → POST_api_v1_interactions → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1676,FR-148;FR-158,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; RestoreRequest.expectedVersion → POST_api_v1_calendar_events_id_restore;POST_api_v1_catalog_items_id_restore;POST_api_v1_companies_id_restore;POST_api_v1_contacts_id_restore;POST_api_v1_departments_id_restore;POST_api_v1_inbox_items_id_restore;POST_api_v1_interactions_id_restore;POST_api_v1_projects_id_restore;POST_api_v1_recurrence_series_id_resume;POST_api_v1_reminders_id_reschedule;POST_api_v1_roles_id_activate;POST_api_v1_tags_id_restore;POST_api_v1_tasks_id_restore;POST_api_v1_trash_objectId_restore → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1677,FR-148;FR-158,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; RestoreRequest.expectedVersion → POST_api_v1_calendar_events_id_restore;POST_api_v1_catalog_items_id_restore;POST_api_v1_companies_id_restore;POST_api_v1_contacts_id_restore;POST_api_v1_departments_id_restore;POST_api_v1_inbox_items_id_restore;POST_api_v1_interactions_id_restore;POST_api_v1_projects_id_restore;POST_api_v1_recurrence_series_id_resume;POST_api_v1_reminders_id_reschedule;POST_api_v1_roles_id_activate;POST_api_v1_tags_id_restore;POST_api_v1_tasks_id_restore;POST_api_v1_trash_objectId_restore → FR trace relation. Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1678,FR-135;FR-136;FR-137,PASS,PASS,DATA-013,PASS,PASS,Primary DATA-013; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1683,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1684,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1685,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1686,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1687,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1688,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1689,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1690,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1691,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1692,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1693,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1694,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1695,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1696,FR-159;FR-160;FR-260,PASS,PASS,DATA-014,PASS,PASS,Primary DATA-014; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1705,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1706,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1707,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1708,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1709,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1710,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1711,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1712,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1713,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1714,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1715,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1716,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1717,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1718,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1719,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1720,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1721,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1722,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1723,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1724,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1725,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1726,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1727,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1728,FR-171;FR-172;FR-173,PASS,PASS,DATA-018,PASS,PASS,Primary DATA-018; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1729,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1730,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1731,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1732,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1733,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1734,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1735,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1737,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1738,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1739,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1740,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1741,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1742,FR-177;FR-178;FR-179,PASS,PASS,DATA-019,PASS,PASS,Primary DATA-019; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
