schema,field_path,type,format,required,nullable,enum,default,minimum,maximum,min_length,max_length,min_items,max_items,unique_items,read_only,write_only,referenced_schema,date_time_semantics,patch_semantics,version_semantics,lifecycle_semantics,capability_semantics,partial_access,redaction,description,validation_rules
Notification,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Notification,recipientUserId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
Notification,notificationType,string,,True,False,,,,,1,40,,,,False,False,,,,,,,False,,,minLength=1; maxLength=40
Notification,sourceObjectId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
Notification,title,string,,True,False,,,,,1,500,,,,False,False,,,,,,,False,,,minLength=1; maxLength=500
Notification,body,string,,True,False,,,,,1,10000,,,,False,False,,,,,,,False,,,minLength=1; maxLength=10000
Notification,severity,string,,True,False,"[""info"", ""warning"", ""critical""]",,,,,,,,,False,False,,,,,,,False,,,
Notification,status,string,,True,False,"[""pending"", ""delivered"", ""read"", ""dismissed"", ""failed"", ""expired""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
Notification,notBefore,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Notification,expiresAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
NotificationActionRequest,action,string,,True,False,"[""mark_read"", ""dismiss""]",,,,,,,,,False,False,,,,,,,False,,,
NotificationActionRequest,expectedVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
NotificationPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
NotificationPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
NotificationPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
NotificationPreferences,notificationType,string,,True,False,,,,,1,40,,,,False,False,,,,,,,False,,,minLength=1; maxLength=40
NotificationPreferences,enabled,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
NotificationPreferences,desktopEnabled,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
NotificationPreferences,soundEnabled,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
NotificationPreferences,defaultSnoozeMinutes,integer,int32,True,False,,,1,10080,,,,,,False,False,,,,,,,False,,,minimum=1; maximum=10080
NotificationPreferences,quietHoursStart,string|null,time,False,True,,,,,,,,,,False,False,,Local wall-clock time; interpret only with the companion time-zone field,,,,,False,,Local wall-clock time. Interpret only together with the companion IANA time-zone field.,
NotificationPreferences,quietHoursEnd,string|null,time,False,True,,,,,,,,,,False,False,,Local wall-clock time; interpret only with the companion time-zone field,,,,,False,,Local wall-clock time. Interpret only together with the companion IANA time-zone field.,
NotificationPreferences,quietHoursTimeZone,string|null,,False,True,,,,,,64,,,,False,False,,,,,,,False,,,maxLength=64
NotificationPreferences,version,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
NotificationPreferencesPatch,enabled,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
NotificationPreferencesPatch,desktopEnabled,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
NotificationPreferencesPatch,soundEnabled,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
NotificationPreferencesPatch,defaultSnoozeMinutes,integer,int32,False,False,,,1,10080,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=1; maximum=10080
NotificationPreferencesPatch,quietHoursStart,string|null,time,False,True,,,,,,,,,,False,False,,Local wall-clock time; interpret only with the companion time-zone field,omitted=unchanged; explicit null=clear when nullable,,,,False,,Local wall-clock time. Interpret only together with the companion IANA time-zone field.,
NotificationPreferencesPatch,quietHoursEnd,string|null,time,False,True,,,,,,,,,,False,False,,Local wall-clock time; interpret only with the companion time-zone field,omitted=unchanged; explicit null=clear when nullable,,,,False,,Local wall-clock time. Interpret only together with the companion IANA time-zone field.,
NotificationPreferencesPatch,quietHoursTimeZone,string|null,,False,True,,,,,,64,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=64
ObjectLink,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ObjectLink,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ObjectLink,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
ObjectLink,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ObjectLink,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ObjectLink,sourceObjectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ObjectLink,targetObjectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ObjectLink,linkType,string,,True,False,"[""related"", ""task_file"", ""project_file"", ""contact_file"", ""task_contact"", ""project_contact"", ""task_project"", ""parent_reference""]",,,,,,,,,False,False,,,,,,,False,,,
ObjectLinkCreate,sourceObjectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ObjectLinkCreate,targetObjectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ObjectLinkCreate,linkType,string,,True,False,"[""related"", ""task_file"", ""project_file"", ""contact_file"", ""task_contact"", ""project_contact"", ""task_project"", ""parent_reference""]",,,,,,,,,False,False,,,,,,,False,,,
ObjectLinkPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
ObjectLinkPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
ObjectLinkPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ObjectReference,id,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ObjectReference,objectType,string,,True,False,,,,,1,40,,,,False,False,,,,,,,False,,,minLength=1; maxLength=40
ObjectReference,title,string,,True,False,,,,,1,500,,,,False,False,,,,,,,False,,,minLength=1; maxLength=500
ObjectReference,version,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
OccurrencePreview,occurrenceKey,string,,True,False,,,,,1,64,,,,False,False,,,,,,,False,,,minLength=1; maxLength=64
OccurrencePreview,localDate,string,date,True,False,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
OccurrencePreview,startAtUtc,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
OccurrencePreview,deadlineAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
OccurrencePreview,dstAdjustment,string,,True,False,"[""none"", ""shifted_forward"", ""earlier_offset"", ""later_offset"", ""skipped""]",,,,,,,,,False,False,,,,,,,False,,,
OrderKeys,items,array,,True,False,,,,,,,1,500,,False,False,,,,,,,False,,,minItems=1; maxItems=500
OrderKeys,items[].id,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
OrderKeys,items[].sortOrder,integer,int32,True,False,,,,,,,,,,False,False,,,,,,,False,,,
OrderKeys,items[].expectedVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
OrganizationSettings,trashRetentionDays,integer,int32,True,False,,,1,3650,,,,,,False,False,,,,,,,False,,,minimum=1; maximum=3650
OrganizationSettings,historyRetentionDays,integer,int32,True,False,,,90,36500,,,,,,False,False,,,,,,,False,,,minimum=90; maximum=36500
OrganizationSettings,changeFeedRetentionDays,integer,int32,True,False,,,7,3650,,,,,,False,False,,,,,,,False,,,minimum=7; maximum=3650
OrganizationSettings,recurrenceHorizonDays,integer,int32,True,False,,,7,730,,,,,,False,False,,,,,,,False,,,minimum=7; maximum=730
OrganizationSettings,maxRequestBytes,integer,int32,True,False,,,65536,10485760,,,,,,False,False,,,,,,,False,,,minimum=65536; maximum=10485760
OrganizationSettings,version,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
OrganizationSettingsPatch,trashRetentionDays,integer,int32,False,False,,,1,3650,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=1; maximum=3650
OrganizationSettingsPatch,historyRetentionDays,integer,int32,False,False,,,90,36500,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=90; maximum=36500
OrganizationSettingsPatch,changeFeedRetentionDays,integer,int32,False,False,,,7,3650,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=7; maximum=3650
OrganizationSettingsPatch,recurrenceHorizonDays,integer,int32,False,False,,,7,730,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=7; maximum=730
OrganizationSettingsPatch,maxRequestBytes,integer,int32,False,False,,,65536,10485760,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=65536; maximum=10485760
Permission,code,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
Permission,resource,string,,True,False,,,,,1,60,,,,False,False,,,,,,,False,,,minLength=1; maxLength=60
Permission,action,string,,True,False,,,,,1,60,,,,False,False,,,,,,,False,,,minLength=1; maxLength=60
Permission,description,string,,True,False,,,,,1,1000,,,,False,False,,,,,,,False,,,minLength=1; maxLength=1000
Permission,sensitive,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
PermissionCodes,codes,array,,True,False,,,,,,,,200,True,False,False,,,,,,,False,,,maxItems=200; uniqueItems=true
PermissionOverrides,allow,array,,True,False,,,,,,,,200,True,False,False,,,,,,,False,,,maxItems=200; uniqueItems=true
PermissionOverrides,deny,array,,True,False,,,,,,,,200,True,False,False,,,,,,,False,,,maxItems=200; uniqueItems=true
PermissionOverrides,expectedMemberVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
ProbeRequest,deviceId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProbeRequest,timeoutSeconds,integer,int32,True,False,,,1,60,,,,,,False,False,,,,,,,False,,,minimum=1; maximum=60
ProbeResult,resourceId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProbeResult,deviceId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProbeResult,status,string,,True,False,"[""available"", ""not_found"", ""access_denied"", ""timeout"", ""invalid_path""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ProbeResult,latencyMs,integer|null,int32,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ProbeResult,checkedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProblemDetails,type,string,uri-reference,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProblemDetails,title,string,,True,False,,,,,1,300,,,,False,False,,,,,,,False,,,minLength=1; maxLength=300
ProblemDetails,status,integer,int32,True,False,,,400,599,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,minimum=400; maximum=599
ProblemDetails,detail,string|null,,False,True,,,,,,4000,,,,False,False,,,,,,,False,,,maxLength=4000
ProblemDetails,instance,string|null,,False,True,,,,,,2048,,,,False,False,,,,,,,False,,,maxLength=2048
ProblemDetails,code,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
ProblemDetails,traceId,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
ProblemDetails,correlationId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProblemDetails,fieldErrors,array,,True,False,,,,,,,,100,,False,False,,,,,,,False,,,maxItems=100
ProblemDetails,currentVersion,integer|null,int64,False,True,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
ProblemDetails,currentEtag,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
ProblemDetails,retryAfterSeconds,integer|null,int32,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
Project,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Project,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Project,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
Project,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Project,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Project,name,string,,True,False,,,,,1,300,,,,False,False,,,,,,,False,,,minLength=1; maxLength=300
Project,description,string|null,,False,True,,,,,,20000,,,,False,False,,,,,,,False,,,maxLength=20000
Project,ownerUserId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
Project,managerUserId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
Project,status,string,,True,False,"[""planning"", ""active"", ""paused"", ""completed""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
Project,startDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
Project,plannedEndDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
Project,actualEndAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Project,defaultTimeZone,string|null,,False,True,,,,,,64,,,,False,False,,,,,,,False,,,maxLength=64
Project,colorCode,string|null,,False,True,,,,,,9,,,,False,False,,,,,,,False,,,"pattern=""^#[0-9A-Fa-f]{6}([0-9A-Fa-f]{2})?$""; maxLength=9"
ProjectCreate,name,string,,True,False,,,,,1,300,,,,False,False,,,,,,,False,,,minLength=1; maxLength=300
ProjectCreate,description,string|null,,False,True,,,,,,20000,,,,False,False,,,,,,,False,,,maxLength=20000
ProjectCreate,ownerUserId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectCreate,managerUserId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
ProjectCreate,status,string,,False,False,"[""planning"", ""active"", ""paused"", ""completed""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ProjectCreate,startDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ProjectCreate,plannedEndDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ProjectCreate,actualEndAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectCreate,defaultTimeZone,string|null,,False,True,,,,,,64,,,,False,False,,,,,,,False,,,maxLength=64
ProjectCreate,colorCode,string|null,,False,True,,,,,,9,,,,False,False,,,,,,,False,,,"pattern=""^#[0-9A-Fa-f]{6}([0-9A-Fa-f]{2})?$""; maxLength=9"
ProjectMember,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ProjectMember,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ProjectMember,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
ProjectMember,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMember,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMember,projectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMember,userAccountId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMember,projectRoleId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMember,status,string,,True,False,"[""invited"", ""active"", ""removed""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ProjectMember,joinedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMember,removedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMemberCreate,projectId,string,uuid,False,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMemberCreate,userAccountId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMemberCreate,projectRoleId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ProjectMemberCreate,status,string,,False,False,"[""invited"", ""active"", ""removed""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ProjectMemberCreate,joinedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMemberCreate,removedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMemberPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
ProjectMemberPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
ProjectMemberPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ProjectMemberPatch,projectId,string,uuid,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
ProjectMemberPatch,userAccountId,string,uuid,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
ProjectMemberPatch,projectRoleId,string,uuid,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
ProjectMemberPatch,status,string,,False,False,"[""invited"", ""active"", ""removed""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,canonical lifecycle/status literal,,False,,,
ProjectMemberPatch,joinedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,omitted=unchanged; explicit null=clear when nullable,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMemberPatch,removedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,omitted=unchanged; explicit null=clear when nullable,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectMemberPatch,expectedProjectVersion,integer,int64,False,False,,,1,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,aggregate version or expected version,,,False,,,minimum=1
ProjectPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
ProjectPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
ProjectPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ProjectPatch,name,string,,False,False,,,,,1,300,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=300
ProjectPatch,description,string|null,,False,True,,,,,,20000,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=20000
ProjectPatch,ownerUserId,string,uuid,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
ProjectPatch,managerUserId,string|null,uuid,False,True,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
ProjectPatch,status,string,,False,False,"[""planning"", ""active"", ""paused"", ""completed""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,canonical lifecycle/status literal,,False,,,
ProjectPatch,startDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,omitted=unchanged; explicit null=clear when nullable,,,,False,,Calendar date without a time zone.,
ProjectPatch,plannedEndDate,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,omitted=unchanged; explicit null=clear when nullable,,,,False,,Calendar date without a time zone.,
ProjectPatch,actualEndAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,omitted=unchanged; explicit null=clear when nullable,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectPatch,defaultTimeZone,string|null,,False,True,,,,,,64,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=64
ProjectPatch,colorCode,string|null,,False,True,,,,,,9,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,"pattern=""^#[0-9A-Fa-f]{6}([0-9A-Fa-f]{2})?$""; maxLength=9"
ProjectRole,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ProjectRole,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ProjectRole,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
ProjectRole,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectRole,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ProjectRole,code,string,,True,False,,,,,1,60,,,,False,False,,,,,,,False,,,minLength=1; maxLength=60
ProjectRole,name,string,,True,False,,,,,1,200,,,,False,False,,,,,,,False,,,minLength=1; maxLength=200
ProjectRole,isSystem,boolean,,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ProjectRole,status,string,,True,False,"[""active"", ""inactive""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ProjectRole,permissionCodes,array,,True,False,,,,,,,,100,True,False,False,,,,,,server-derived capability/permission data,False,,,maxItems=100; uniqueItems=true
PurgeRequest,reason,string,,True,False,,,,,1,2000,,,,False,False,,,,,,,False,,,minLength=1; maxLength=2000
PurgeRequest,expectedVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
PurgeRequest,confirmObjectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ReadAllRequest,notificationIds,array,,True,False,,,,,,,1,500,True,False,False,,,,,,,False,,,minItems=1; maxItems=500; uniqueItems=true
ReadAllResult,updatedCount,integer,int32,True,False,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ReadAllResult,latestVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
RealtimeNegotiation,url,string,uri,True,False,,,,,,,,,,False,False,,,,,,,False,,,
RealtimeNegotiation,accessToken,string,,True,False,,,,,20,4096,,,,True,False,,,,,,,False,,,minLength=20; maxLength=4096
RealtimeNegotiation,expiresAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
RealtimeNegotiation,protocols,array,,True,False,,,,,,,1,2,,False,False,,,,,,,False,,,minItems=1; maxItems=2
RecurrenceChangeResult,series,ref,,True,False,,,,,,,,,,False,False,RecurrenceSeries,,,,,,False,,,
RecurrenceChangeResult,changedTaskIds,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
RecurrenceChangeResult,regeneratedOccurrenceCount,integer,int32,True,False,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
RecurrenceOccurrence,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
RecurrenceOccurrence,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
RecurrenceOccurrence,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
RecurrenceOccurrence,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
RecurrenceOccurrence,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
RecurrenceOccurrence,seriesId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
RecurrenceOccurrence,occurrenceKey,string,,True,False,,,,,1,64,,,,False,False,,,,,,,False,,,minLength=1; maxLength=64
RecurrenceOccurrence,localDate,string,date,True,False,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
RecurrenceOccurrence,status,string,,True,False,"[""planned"", ""generated"", ""skipped"", ""cancelled""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
RecurrenceOccurrence,taskId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
RecurrencePreviewRequest,rule,ref,,True,False,,,,,,,,,,False,False,RecurrenceSeriesCreate,,,,,,False,,,
